Index,Name,RADEG,DEDEG,CZ,LOGMSTAR
4028,ECO04053,200.732,26.9808,2907.8,10.07
755,ECO00762,196.84599999999998,17.7911,2908.14,8.63
222,ECO00224,143.642,13.0057,2909.59,8.73
6246,ECO06271,200.08900000000003,41.4761,2912.37,9.13
2207,ECO02232,136.226,25.0039,2913.84,9.77
891,ECO00903,231.685,40.5802,2914.2,8.61
3095,ECO03120,137.334,20.6975,2914.51,9.05
5198,ECO05223,136.57399999999998,25.5835,2917.28,8.73
7284,ECO07309,133.725,49.1606,2920.04,9.87
6928,ECO06953,133.243,49.4603,2921.53,9.27
4802,ECO04827,223.548,30.21,2922.36,8.47
10070,ECO10095,146.08100000000002,9.9847,2923.64,9.25
7966,ECO07991,153.619,15.9028,2923.74,8.81
12320,ECO12352,136.095,27.9531,2923.94,9.45
3260,ECO03285,138.343,19.3692,2925.22,9.15
10182,ECO10207,162.82399999999998,13.9461,2934.31,9.95
11710,ECO11742,168.92,46.1283,2934.96,8.61
5666,ECO05691,146.376,6.3769,2935.02,8.61
1315,ECO01340,135.929,29.2955,2938.92,9.37
118,ECO00119,161.339,13.714,2945.46,8.55
5742,ECO05767,146.572,5.7089,2945.81,9.73
5584,ECO05609,167.605,40.0527,2946.43,8.77
12294,ECO12326,178.497,12.1987,2948.28,8.85
5929,ECO05954,184.82299999999998,5.8759,2948.82,8.91
10188,ECO10214,162.833,14.0233,2954.54,9.21
6214,ECO06239,198.03599999999997,2.9885,2955.82,8.59
3917,ECO03942,197.847,3.4117,2958.41,8.67
3954,ECO03979,198.899,0.4922,2958.91,9.07
4222,ECO04247,205.12400000000002,42.9928,2961.49,9.59
4588,ECO04613,213.892,36.2267,2968.02,10.85
11694,ECO11726,214.827,37.0225,2973.26,8.85
4786,ECO04811,222.113,31.7914,2979.14,9.11
3043,ECO03068,176.551,10.5956,2981.02,9.13
1305,ECO01330,176.99599999999998,10.1405,2982.23,8.71
6542,ECO06567,225.878,27.825,2983.05,8.93
2937,ECO02962,175.585,16.0108,2984.91,9.31
8464,ECO08489,155.952,12.6297,2987.84,9.07
4463,ECO04488,143.501,10.0294,2990.34,9.79
248,ECO00250,136.341,21.6228,2992.36,8.43
1298,ECO01323,175.986,11.9406,2995.12,8.29
4474,ECO04499,143.512,10.1086,2996.82,10.53
5765,ECO05790,146.585,5.6919,2997.0,8.75
4694,ECO04719,217.15400000000002,38.9994,2997.84,9.93
11517,ECO11548,168.113,45.2658,3000.3,8.73
11993,ECO12025,136.002,21.9678,3000.96,9.79
3809,ECO03834,140.724,46.5344,3006.32,8.95
237,ECO00239,172.076,41.4438,3007.03,8.61
5277,ECO05302,143.611,9.9163,3011.97,9.51
3052,ECO03077,176.77700000000002,13.7067,3013.51,10.17
5070,ECO05095,147.745,10.8016,3016.7,8.39
5480,ECO05505,145.963,9.6553,3019.85,9.87
5678,ECO05703,174.976,17.882,3023.68,9.51
12210,ECO12242,136.02,22.0614,3025.85,8.89
241,ECO00243,145.678,9.4561,3029.0,8.33
346,ECO00350,141.911,11.6208,3029.24,8.67
1047,ECO01060,142.941,3.7286,3031.01,8.51
11225,ECO11255,198.047,21.4055,3031.02,8.87
578,ECO00585,174.68900000000002,20.1399,3031.99,8.81
5338,ECO05363,145.722,9.4922,3032.95,8.87
695,ECO00702,197.577,20.6883,3036.66,8.75
5712,ECO05737,176.51,41.88399999999999,3037.01,8.93
8242,ECO08267,134.975,21.1515,3037.16,8.75
4375,ECO04400,143.088,10.8092,3038.88,9.65
5188,ECO05213,135.067,35.7191,3049.11,8.69
3232,ECO03257,180.513,29.8481,3049.45,9.27
3061,ECO03086,177.053,13.2083,3049.67,9.33
24,ECO00025,178.854,10.2015,3051.64,8.65
5192,ECO05217,135.526,23.3871,3051.79,9.35
1076,ECO01089,143.085,10.0998,3053.08,8.75
11884,ECO11916,135.999,21.9067,3055.53,10.13
1035,ECO01048,145.75799999999998,9.2525,3057.97,8.41
3047,ECO03072,176.69299999999998,14.5331,3058.0,9.29
4319,ECO04344,208.273,15.8447,3058.51,9.87
854,ECO00866,213.83,36.2022,3061.0,8.91
2900,ECO02925,175.067,17.4572,3061.42,9.99
11821,ECO11853,141.35299999999998,11.0739,3061.55,9.33
629,ECO00636,179.734,31.4197,3064.29,8.91
1040,ECO01053,178.798,0.4876,3064.91,8.37
58,ECO00059,172.297,11.8661,3065.71,8.67
3049,ECO03074,176.74900000000002,13.8731,3066.28,9.31
4106,ECO04131,141.428,11.4319,3069.16,11.03
771,ECO00778,180.452,29.9554,3072.68,8.55
3172,ECO03197,179.226,32.1589,3074.14,10.11
4452,ECO04477,143.442,10.1528,3076.04,11.11
2902,ECO02927,175.078,17.7658,3077.64,10.31
3112,ECO03137,178.1,32.4042,3077.78,9.99
2942,ECO02967,175.65099999999998,18.8456,3078.12,9.61
3179,ECO03204,179.40400000000002,32.2775,3078.59,10.27
10370,ECO10396,144.643,8.8879,3080.45,9.87
989,ECO01001,224.2,9.5091,3081.11,8.85
5211,ECO05236,137.661,19.4729,3081.6,8.55
4350,ECO04375,209.21200000000002,37.7972,3082.93,10.49
5164,ECO05189,130.261,49.4252,3083.71,8.89
4331,ECO04356,131.845,49.5589,3084.92,10.21
5788,ECO05813,180.266,30.8445,3085.46,8.75
11856,ECO11888,204.25400000000002,31.7666,3087.9,8.91
12437,ECO12469,181.232,21.4261,3089.88,9.09
4354,ECO04379,209.236,37.6103,3089.93,10.69
5256,ECO05281,141.452,11.4542,3090.09,9.61
272,ECO00274,197.01,9.9565,3090.24,8.45
3067,ECO03092,177.183,14.0525,3090.96,9.33
12483,ECO12515,171.642,11.44,3095.68,9.23
4656,ECO04681,216.175,35.2669,3097.5,9.81
4781,ECO04806,221.233,49.7142,3100.6,8.99
3096,ECO03121,177.86700000000002,35.4344,3102.17,10.11
3213,ECO03238,179.957,30.8444,3102.44,10.01
2572,ECO02597,173.549,12.5122,3102.72,10.39
3234,ECO03259,180.59400000000002,29.8614,3104.83,9.83
1099,ECO01112,143.464,10.1594,3105.15,8.57
3035,ECO03060,176.455,13.7669,3111.61,11.15
2200,ECO02225,174.062,25.4354,3114.63,8.59
1037,ECO01050,172.30200000000002,11.865,3114.82,8.69
2893,ECO02918,174.985,16.955,3115.94,9.13
5696,ECO05721,175.833,18.1907,3119.29,8.69
5621,ECO05646,146.344,9.7675,3125.53,9.33
5835,ECO05860,181.65,25.114,3127.48,8.35
2924,ECO02949,175.416,15.9658,3127.74,9.99
9821,ECO09846,135.065,35.7278,3128.16,9.17
1312,ECO01337,178.97099999999998,33.0466,3129.88,8.33
11409,ECO11440,167.688,12.0164,3130.0,9.71
879,ECO00891,219.43,45.1857,3131.6,8.57
4959,ECO04984,233.83,20.8428,3131.65,9.33
5425,ECO05450,145.874,9.4206,3132.28,9.85
11646,ECO11678,168.485,12.3011,3134.32,9.77
2358,ECO02383,210.5,20.5017,3134.47,8.79
6415,ECO06440,210.00099999999998,37.3068,3139.94,8.73
700,ECO00707,198.233,21.7896,3140.22,8.67
835,ECO00845,202.355,-0.39899999999999997,3145.67,8.61
8884,ECO08909,157.455,16.1806,3146.87,8.75
3296,ECO03321,181.303,28.7817,3152.64,9.51
5646,ECO05671,173.32,49.2849,3152.86,8.49
4598,ECO04623,214.26,36.5714,3153.2,10.17
3156,ECO03181,178.85299999999998,33.1261,3154.45,9.55
5084,ECO05109,173.38099999999997,12.1373,3156.51,8.87
5173,ECO05198,131.643,36.4392,3158.65,8.35
12048,ECO12080,131.42600000000002,23.6961,3160.81,8.53
7087,ECO07112,176.484,13.8392,3163.25,8.85
876,ECO00888,218.644,36.2883,3164.81,8.51
10040,ECO10065,135.076,34.6706,3170.38,8.81
10203,ECO10229,146.911,4.8216,3171.08,8.41
4834,ECO04859,225.05700000000002,9.9378,3172.57,8.79
258,ECO00260,218.83599999999998,43.9717,3173.13,8.47
5189,ECO05214,135.244,47.7953,3174.38,9.85
4599,ECO04624,214.27200000000002,36.5756,3174.51,9.97
11802,ECO11834,180.958,29.7148,3176.46,9.43
9594,ECO09619,170.822,41.0605,3176.75,8.41
5758,ECO05783,178.574,32.8611,3180.41,9.17
2265,ECO02290,172.296,22.2948,3180.48,8.77
11608,ECO11639,179.377,32.3343,3182.39,10.15
1059,ECO01072,221.283,49.0989,3184.09,9.11
2919,ECO02944,175.32,47.6911,3184.56,10.33
244,ECO00246,202.36,0.9034,3184.96,8.63
4885,ECO04910,144.534,9.5233,3185.39,10.07
10696,ECO10722,135.25799999999998,35.7625,3187.31,9.33
5842,ECO05867,181.827,20.3715,3189.62,8.97
2907,ECO02932,136.664,19.3361,3193.12,8.97
5247,ECO05272,140.137,10.6003,3203.21,9.37
5012,ECO05037,236.395,17.7,3204.86,9.57
11185,ECO11213,166.987,8.0008,3205.44,9.59
3266,ECO03291,180.97400000000002,25.4336,3207.03,9.15
3139,ECO03164,178.46099999999998,33.3658,3207.17,9.37
2983,ECO03008,176.03900000000002,16.3711,3210.0,9.75
2646,ECO02671,176.128,16.1634,3211.5,9.11
10100,ECO10125,134.815,0.3916,3212.76,8.71
12179,ECO12211,170.512,42.8194,3219.77,9.17
2899,ECO02924,175.05599999999998,15.3422,3222.19,10.49
11605,ECO11636,163.246,7.6203,3225.68,8.59
2998,ECO03023,176.118,16.5578,3228.52,10.75
4956,ECO04981,233.613,12.27,3230.67,9.31
6709,ECO06734,198.422,22.6256,3231.03,9.27
5769,ECO05794,179.09599999999998,32.038000000000004,3231.3,9.17
2836,ECO02861,174.342,25.7411,3232.6,9.69
1311,ECO01336,178.727,30.7075,3233.31,8.59
1291,ECO01316,175.03900000000002,15.3273,3234.92,9.65
2991,ECO03016,176.09799999999998,17.3114,3237.52,9.13
6481,ECO06506,215.482,34.8054,3237.56,9.39
3205,ECO03230,179.792,37.7919,3238.68,9.47
238,ECO00240,176.479,17.1929,3241.07,8.39
11064,ECO11092,166.519,43.3311,3241.49,9.57
5724,ECO05749,177.55200000000002,45.4788,3241.71,8.79
2814,ECO02839,174.31,17.84,3242.65,10.53
5493,ECO05518,159.054,42.6582,3243.07,8.73
1025,ECO01038,142.65,6.122000000000001,3244.23,10.33
3170,ECO03195,179.18400000000003,32.0217,3244.65,10.57
5660,ECO05685,173.965,17.4478,3245.87,8.89
3155,ECO03180,178.83,33.1458,3246.09,8.87
3928,ECO03953,198.09099999999998,12.1733,3250.48,9.07
6470,ECO06495,214.80900000000003,36.3594,3250.95,9.45
4960,ECO04985,233.915,12.6061,3252.95,9.51
4716,ECO04741,217.606,35.3211,3254.82,10.57
11741,ECO11773,176.342,14.3666,3254.9,9.09
11296,ECO11327,190.30200000000002,-0.7569,3256.7,8.45
1187,ECO01207,174.22400000000002,17.8904,3256.71,10.03
10077,ECO10102,143.774,9.6492,3261.44,9.59
826,ECO00836,137.825,17.1686,3263.23,8.41
2760,ECO02785,174.227,17.8886,3263.71,10.01
825,ECO00835,200.355,42.7303,3273.96,8.57
6461,ECO06486,213.562,35.4235,3276.43,9.87
1318,ECO01343,179.622,40.4445,3278.32,8.43
12115,ECO12147,179.382,32.3417,3279.42,9.07
688,ECO00695,156.766,17.123,3280.89,8.39
3985,ECO04010,141.06,11.1106,3281.12,9.57
11441,ECO11472,170.745,19.4781,3282.56,9.47
2870,ECO02895,174.605,20.7408,3288.61,9.29
4641,ECO04666,215.62,37.1219,3289.24,10.23
3103,ECO03128,177.988,46.8172,3292.82,9.81
512,ECO00519,198.243,12.478,3292.94,8.27
5717,ECO05742,176.812,16.5637,3293.38,8.53
3174,ECO03199,179.285,30.3922,3293.49,10.33
5522,ECO05547,162.067,45.2057,3293.59,8.69
3909,ECO03934,140.815,-0.7283,3297.74,9.15
4905,ECO04930,229.855,11.0544,3299.95,8.93
1273,ECO01295,165.456,45.148,3300.64,8.67
3744,ECO03769,140.155,-0.6797,3301.54,9.45
294,ECO00298,204.342,2.3308,3302.37,8.45
4637,ECO04662,215.41,35.2047,3302.65,10.77
935,ECO00947,179.77599999999998,24.4717,3305.44,8.41
2892,ECO02917,174.947,17.7122,3307.67,10.15
4249,ECO04274,142.05100000000002,3.4086,3308.09,10.33
12429,ECO12461,136.16299999999998,18.4639,3308.89,9.71
4613,ECO04638,214.607,36.4936,3309.12,11.33
7086,ECO07111,176.495,13.7912,3310.88,9.31
3185,ECO03210,179.46400000000003,27.8686,3311.51,9.97
3930,ECO03955,198.166,12.5997,3314.03,10.65
3181,ECO03206,179.43400000000003,32.2944,3315.57,9.81
4311,ECO04336,208.028,38.0669,3316.47,10.05
3914,ECO03939,197.735,11.4775,3318.19,9.57
151,ECO00152,179.083,6.1726,3320.92,8.45
9280,ECO09305,213.041,35.7328,3321.07,9.01
3207,ECO03232,179.803,30.7311,3321.34,9.17
3191,ECO03216,179.52200000000002,27.8786,3321.36,9.65
2895,ECO02920,136.501,18.7644,3323.0,10.21
6837,ECO06862,149.651,13.255,3326.63,9.37
246,ECO00248,210.15400000000002,36.0519,3328.83,8.51
3766,ECO03791,140.314,3.1508,3329.4,9.25
7982,ECO08007,176.48,13.5162,3330.51,9.15
7956,ECO07981,198.072,12.8686,3333.1,8.57
12408,ECO12440,236.607,4.4274,3335.04,8.55
10221,ECO10247,162.928,43.7125,3336.12,10.67
173,ECO00174,140.007,7.0561,3339.32,8.69
9168,ECO09193,137.648,33.7327,3339.69,8.87
5195,ECO05220,135.819,18.2611,3339.7,9.11
5662,ECO05687,174.014,17.3598,3339.99,9.25
10531,ECO10557,163.803,5.8625,3342.72,9.27
11222,ECO11250,175.354,24.95,3345.44,9.11
5681,ECO05706,175.11,19.4142,3345.46,9.27
3239,ECO03264,180.605,29.4706,3345.79,9.17
930,ECO00942,176.19799999999998,17.8687,3348.66,9.09
8101,ECO08126,175.213,17.5475,3348.71,9.01
5215,ECO05240,138.269,33.4213,3348.96,8.57
998,ECO01010,141.796,3.3105,3349.02,8.37
9147,ECO09172,159.149,5.9106,3350.04,9.81
5268,ECO05293,142.47299999999998,3.6461,3350.81,8.61
11987,ECO12019,215.331,34.5319,3350.84,8.95
10232,ECO10258,162.951,43.7636,3350.97,8.73
3624,ECO03649,139.66899999999998,13.8294,3350.98,9.89
5218,ECO05243,138.421,33.325,3352.22,8.79
926,ECO00938,174.602,17.088,3352.69,8.71
4988,ECO05013,235.014,13.9775,3354.56,8.61
1070,ECO01083,236.433,17.3127,3355.6,8.19
3092,ECO03117,177.81099999999998,21.0017,3356.62,9.31
11644,ECO11676,197.09,39.4611,3358.03,9.11
9790,ECO09815,180.486,45.6766,3361.41,8.49
1279,ECO01301,134.78,3.2844,3361.77,8.51
4228,ECO04253,142.02,2.5806,3365.82,9.05
404,ECO00408,176.733,15.9401,3366.27,8.93
340,ECO00344,179.857,30.2145,3367.95,8.59
4771,ECO04796,220.321,44.4789,3368.95,10.07
6952,ECO06977,225.354,48.1077,3369.17,8.99
3996,ECO04021,141.064,5.9411,3371.1,9.37
3074,ECO03099,177.35,16.6422,3374.78,9.31
8268,ECO08293,177.016,21.5186,3377.83,8.83
34,ECO00035,234.19400000000002,7.8336,3379.11,8.47
4429,ECO04454,143.464,44.2572,3379.18,9.79
6377,ECO06402,206.61599999999999,39.6784,3381.11,8.57
5654,ECO05679,173.84900000000002,31.6543,3382.22,8.67
856,ECO00868,214.231,29.4865,3387.15,8.35
5020,ECO05045,236.745,17.885,3387.68,10.03
2901,ECO02926,175.07,17.7283,3389.93,11.01
906,ECO00918,139.731,13.8201,3390.85,8.59
9008,ECO09033,179.08900000000003,31.427,3392.88,8.55
9025,ECO09050,158.77,46.5617,3393.09,9.71
9381,ECO09406,134.625,6.3211,3393.11,8.69
6203,ECO06228,197.683,11.708,3398.46,9.07
4400,ECO04425,210.179,-0.5058,3398.89,8.87
5653,ECO05678,173.78400000000002,17.7794,3400.26,9.05
5744,ECO05769,178.1,23.6255,3402.82,9.07
5069,ECO05094,141.316,11.5968,3405.31,9.33
9459,ECO09484,160.546,23.7467,3406.62,10.03
4773,ECO04798,220.38400000000001,44.5128,3407.94,10.07
8442,ECO08467,155.793,17.9628,3408.88,9.49
3196,ECO03221,179.62099999999998,27.5289,3410.15,9.21
2909,ECO02934,175.195,17.7958,3412.2,9.93
11027,ECO11055,180.63400000000001,29.2439,3412.71,8.11
2645,ECO02670,176.225,16.6028,3414.03,9.31
1064,ECO01077,237.24200000000002,18.1033,3414.07,9.19
6682,ECO06707,212.25799999999998,36.3236,3415.56,9.23
12390,ECO12422,207.72299999999998,38.2402,3417.26,8.77
8851,ECO08876,157.315,6.1281,3418.65,9.71
990,ECO01002,141.458,3.0618,3419.01,8.57
5533,ECO05558,163.001,3.8359,3424.4,9.11
3201,ECO03226,179.69099999999997,27.4528,3425.89,9.89
