Index,Name,RADEG,DEDEG,CZ,LOGMSTAR
3699,ECO03724,192.393,25.47,4372.52,10.27
11396,ECO11427,145.798,17.6883,4373.02,8.63
12053,ECO12085,216.071,32.6752,4373.27,8.65
8112,ECO08137,130.106,18.3164,4373.85,9.05
11976,ECO12008,221.122,5.1763,4374.78,8.79
10682,ECO10708,139.535,47.6143,4375.06,8.51
4289,ECO04314,207.65,33.705,4375.38,10.95
6995,ECO07020,137.349,22.514,4375.82,9.91
995,ECO01007,235.692,12.0604,4375.91,8.45
4927,ECO04952,231.392,18.2778,4376.9,10.57
9497,ECO09522,223.015,38.8751,4378.69,8.75
1242,ECO01263,153.765,43.0099,4379.41,8.37
5283,ECO05308,143.793,40.0598,4379.7,8.87
5300,ECO05325,144.634,37.1916,4381.28,8.99
236,ECO00238,149.37,45.2151,4381.55,8.39
6256,ECO06281,147.759,30.5844,4381.59,9.41
4740,ECO04765,218.891,36.8186,4381.88,10.39
6410,ECO06435,208.81,1.9078,4381.97,8.91
8610,ECO08635,198.226,26.5349,4382.13,8.99
845,ECO00857,208.31,3.8979,4382.4,8.47
5488,ECO05513,158.93,29.592,4382.82,9.47
8965,ECO08990,213.148,30.8093,4385.62,9.01
874,ECO00886,218.333,25.0502,4385.81,8.37
4962,ECO04987,144.783,34.0064,4385.99,10.15
10636,ECO10662,211.63400000000001,30.8941,4388.17,8.75
6852,ECO06877,187.988,3.8894,4388.22,8.73
4458,ECO04483,210.94299999999998,14.8683,4390.2,8.97
5966,ECO05991,186.688,27.9122,4390.51,8.75
8435,ECO08460,215.71200000000002,24.7524,4390.71,8.83
8476,ECO08501,218.139,25.2647,4390.93,8.53
11850,ECO11882,217.283,32.9103,4391.04,9.21
259,ECO00261,137.231,22.813000000000002,4391.6,8.63
232,ECO00234,143.697,32.1435,4394.39,8.55
881,ECO00893,220.595,37.4607,4395.4,9.67
392,ECO00396,142.138,41.391999999999996,4400.52,8.93
961,ECO00973,198.303,24.3527,4400.71,8.47
8525,ECO08550,218.778,25.6307,4401.26,8.55
1048,ECO01061,166.43400000000003,6.2175,4401.9,8.75
4702,ECO04727,217.32,28.8217,4401.94,11.01
10709,ECO10735,145.202,36.4556,4406.09,8.97
2564,ECO02589,212.419,17.5187,4408.24,9.61
4557,ECO04582,213.172,30.8553,4408.33,10.07
12095,ECO12127,210.58599999999998,32.4482,4408.57,10.07
11858,ECO11890,193.264,35.7734,4410.78,9.01
359,ECO00363,146.408,33.247,4412.04,8.39
3587,ECO03612,187.92,3.9264,4412.42,10.17
7103,ECO07128,187.856,29.1856,4413.57,8.71
12094,ECO12126,210.457,32.343,4417.27,9.01
4967,ECO04992,234.11599999999999,22.5006,4422.24,10.47
4435,ECO04460,210.65,32.5103,4422.27,10.35
26,ECO00027,182.31799999999998,10.9482,4423.66,8.41
3192,ECO03217,179.542,25.1222,4424.03,10.45
6083,ECO06108,193.47099999999998,36.0869,4424.39,9.13
11288,ECO11319,236.646,-0.9062,4426.96,9.31
6674,ECO06699,207.15,33.5118,4427.19,10.07
2644,ECO02669,235.354,11.985,4428.5,9.65
4874,ECO04899,144.597,43.5092,4428.86,10.47
4607,ECO04632,214.495,26.4131,4428.95,10.09
463,ECO00470,188.00900000000001,49.6317,4429.19,8.87
5165,ECO05190,130.465,19.7026,4429.58,9.97
104,ECO00105,214.61900000000003,26.496,4432.31,8.85
4487,ECO04512,211.209,31.065,4434.28,9.45
907,ECO00919,142.916,40.4499,4434.48,8.69
6694,ECO06719,149.178,15.6375,4434.68,9.59
4701,ECO04726,217.30599999999998,30.0264,4435.08,11.17
5433,ECO05458,152.571,43.0705,4435.64,9.51
4680,ECO04705,217.03,25.8689,4436.58,10.69
422,ECO00426,151.355,47.6658,4437.55,8.47
3199,ECO03224,179.67,25.3164,4439.68,10.15
6040,ECO06065,190.709,31.8901,4439.9,9.29
5886,ECO05911,183.144,11.0751,4439.99,8.97
9488,ECO09513,222.583,38.7749,4440.29,8.99
243,ECO00245,201.456,33.0651,4442.49,8.03
355,ECO00359,132.35,32.5984,4443.71,8.43
11691,ECO11723,219.27200000000002,24.9781,4443.87,9.87
5775,ECO05800,179.361,25.233,4444.15,9.43
4982,ECO05007,130.291,20.8964,4444.28,9.67
5977,ECO06002,187.115,28.6735,4444.63,8.87
337,ECO00341,217.4,29.9873,4445.35,8.89
9239,ECO09264,210.81099999999998,35.0978,4445.6,9.41
235,ECO00237,148.115,32.4694,4445.81,8.19
5392,ECO05417,149.499,32.2396,4445.84,9.23
4673,ECO04698,216.87099999999998,29.9519,4447.78,9.27
5876,ECO05901,182.845,48.534,4448.34,8.45
828,ECO00838,201.113,33.1064,4451.29,8.59
657,ECO00664,191.99400000000003,40.7839,4451.66,8.55
4405,ECO04430,210.18200000000002,31.8939,4454.17,9.49
8504,ECO08529,217.49099999999999,25.5062,4454.17,9.29
10943,ECO10971,132.118,19.5077,4454.36,8.91
587,ECO00594,155.94,33.4972,4455.0,8.59
6212,ECO06237,147.644,44.3236,4456.01,9.91
8404,ECO08429,215.878,24.2466,4456.28,8.79
8125,ECO08150,130.252,18.9807,4456.53,9.23
252,ECO00254,217.833,34.6344,4461.75,8.09
10978,ECO11006,159.972,27.3777,4462.47,8.69
11834,ECO11866,236.391,21.4217,4467.51,8.95
6061,ECO06086,192.021,40.7197,4470.23,9.45
12075,ECO12107,156.225,32.7123,4470.61,8.53
3846,ECO03871,195.81099999999998,7.8019,4471.14,10.39
314,ECO00318,145.28799999999998,19.6455,4472.24,8.57
577,ECO00584,144.10399999999998,43.8477,4472.79,8.89
6526,ECO06551,221.78900000000002,24.836,4473.11,8.93
6855,ECO06880,225.102,49.2542,4473.82,9.01
9875,ECO09900,150.917,47.7061,4475.66,8.97
4689,ECO04714,217.132,27.4092,4476.09,11.09
4700,ECO04725,217.299,30.0775,4477.44,9.67
188,ECO00189,211.445,7.6979,4477.45,8.47
386,ECO00390,221.82,38.8877,4478.0,8.61
11832,ECO11864,213.06799999999998,29.9075,4478.07,8.75
877,ECO00889,219.083,36.5896,4480.1,8.43
9902,ECO09927,181.891,48.2962,4481.49,8.97
4675,ECO04700,216.96200000000002,25.8383,4482.36,10.25
8166,ECO08191,154.786,34.675,4484.48,9.81
5029,ECO05054,237.445,12.3992,4485.28,10.15
5989,ECO06014,187.96,27.386999999999997,4485.69,8.81
6491,ECO06516,217.195,27.2507,4486.17,9.81
12663,ECO13504,135.208,2.8907,4486.55,8.41
10084,ECO10109,162.631,20.3336,4487.29,10.19
12096,ECO12128,210.662,32.4639,4487.86,8.55
4681,ECO04706,217.042,26.9358,4488.31,9.23
9199,ECO09224,217.59,34.3859,4490.91,8.51
789,ECO00797,187.829,27.4497,4490.93,8.37
6086,ECO06111,193.685,35.9223,4491.24,8.47
4989,ECO05014,234.99200000000002,21.4706,4491.6,10.67
562,ECO00569,130.113,18.5742,4491.74,8.81
4968,ECO04993,234.15099999999998,17.3383,4496.16,9.35
5730,ECO05755,177.854,47.9139,4496.41,9.27
6005,ECO06030,188.695,3.0099,4498.62,8.47
4711,ECO04736,217.547,27.5319,4499.96,9.79
3187,ECO03212,179.488,25.1442,4500.29,9.79
4348,ECO04373,209.231,14.1419,4501.16,9.35
197,ECO00199,204.553,15.8632,4502.9,8.43
10585,ECO10611,186.537,28.4336,4506.82,8.63
6509,ECO06534,219.52700000000002,37.0098,4507.27,9.37
6467,ECO06492,214.606,25.5018,4509.77,9.13
5960,ECO05985,186.334,28.381,4511.12,9.09
7128,ECO07153,208.18400000000003,0.8027,4511.68,9.59
4792,ECO04817,222.298,38.4136,4512.38,10.13
10865,ECO10892,236.804,-0.9959,4513.6,8.45
975,ECO00987,209.99900000000002,7.763999999999999,4516.19,9.23
4774,ECO04799,220.593,22.3331,4516.35,10.27
6476,ECO06501,215.204,25.9589,4517.36,9.87
5302,ECO05327,144.64,20.6562,4522.87,9.25
2302,ECO02327,170.7,20.7423,4523.22,8.85
6870,ECO06895,149.72299999999998,15.3803,4523.66,9.49
4782,ECO04807,221.332,38.7317,4524.13,10.57
7987,ECO08012,137.01,13.647,4524.18,8.73
4657,ECO04682,216.236,25.025,4524.2,9.81
6078,ECO06103,130.422,18.8597,4524.72,9.23
11269,ECO11300,194.921,36.7644,4525.91,8.61
441,ECO00448,147.91299999999998,44.3186,4526.99,8.31
4315,ECO04340,208.185,0.1303,4528.73,8.81
7400,ECO07425,181.19299999999998,2.0053,4529.14,9.19
8568,ECO08593,216.06099999999998,26.1637,4529.75,8.73
9078,ECO09103,204.43400000000003,32.461,4530.85,8.87
12121,ECO12153,218.571,27.2849,4531.52,8.71
8309,ECO08334,131.11700000000002,22.6553,4533.47,8.63
10649,ECO10675,216.87,25.631999999999998,4533.83,9.09
12389,ECO12421,143.213,31.6959,4534.69,9.53
6771,ECO06796,218.296,25.9623,4534.86,8.99
7134,ECO07159,214.67700000000002,24.9223,4536.22,9.09
12350,ECO12382,209.981,7.7473,4538.1,8.77
9263,ECO09288,195.273,35.4087,4538.18,8.67
3728,ECO03753,193.718,35.3944,4538.2,10.01
864,ECO00876,217.12900000000002,25.7928,4538.73,8.93
5359,ECO05384,147.327,35.1787,4542.69,9.27
4408,ECO04433,143.216,12.2872,4542.74,8.85
10602,ECO10628,191.90599999999998,31.7247,4542.9,8.73
4759,ECO04784,219.905,24.5386,4546.27,9.39
9279,ECO09304,194.40900000000002,35.7204,4546.66,8.43
8936,ECO08961,217.53099999999998,30.2346,4546.76,10.01
4784,ECO04809,221.835,23.9503,4546.85,9.83
6787,ECO06812,143.54399999999998,0.2579,4548.16,8.69
4930,ECO04955,231.512,18.0736,4548.6,10.99
8510,ECO08535,217.00099999999998,25.5455,4549.37,8.69
3585,ECO03610,187.845,29.1364,4549.66,10.47
11365,ECO11396,219.995,24.3515,4550.02,8.99
6483,ECO06508,216.363,25.5262,4550.25,10.17
4427,ECO04452,210.57299999999998,7.6842,4551.13,10.37
9491,ECO09516,225.567,38.8063,4551.27,9.33
4722,ECO04747,217.78799999999998,27.2372,4551.78,9.11
8813,ECO08838,216.96200000000002,28.5124,4553.26,8.61
185,ECO00186,210.479,9.3789,4553.87,8.39
9631,ECO09656,140.187,42.0566,4553.91,8.63
6390,ECO06415,207.49900000000002,34.1787,4554.24,9.01
3669,ECO03694,191.172,26.4197,4556.19,10.21
983,ECO00995,212.416,17.546,4556.77,9.05
4612,ECO04637,214.62400000000002,26.2875,4557.19,10.55
4975,ECO05000,234.345,20.5497,4557.38,10.77
2301,ECO02326,170.672,20.6842,4557.89,8.77
4328,ECO04353,208.516,3.9514,4558.66,9.15
334,ECO00338,188.40900000000002,29.4506,4559.13,8.53
9942,ECO09967,162.079,0.8406,4559.58,10.17
4720,ECO04745,217.77599999999998,25.3553,4560.08,10.37
10036,ECO10061,217.727,25.6751,4561.01,9.21
5093,ECO05118,132.019,17.7025,4561.61,10.35
12176,ECO12208,230.783,19.0837,4563.51,8.67
8275,ECO08300,130.702,45.6408,4563.76,9.85
10046,ECO10071,235.78900000000002,18.1323,4564.31,8.89
6561,ECO06586,233.52900000000002,18.6493,4565.03,9.91
1149,ECO01165,234.424,20.7831,4565.37,9.63
8513,ECO08538,214.315,25.5649,4566.08,8.77
894,ECO00906,232.831,18.6191,4568.26,8.69
6418,ECO06443,210.12900000000002,8.6507,4570.13,8.89
3599,ECO03624,188.67,3.3236,4571.13,9.83
1286,ECO01310,172.757,14.567,4571.35,8.31
11645,ECO11677,219.93900000000002,23.3966,4571.77,8.55
8502,ECO08527,216.457,25.4967,4573.81,8.87
11629,ECO11661,147.312,44.1313,4574.49,9.93
6178,ECO06203,147.546,44.2947,4575.72,9.99
3604,ECO03629,188.85,29.4919,4577.38,9.53
3765,ECO03790,194.449,36.3708,4579.83,10.21
7,ECO00008,155.82,9.2248,4580.06,8.43
9,ECO00010,185.60299999999998,9.4885,4580.43,8.51
4318,ECO04343,208.235,2.8142,4580.81,10.77
11835,ECO11867,236.41299999999998,21.0197,4583.89,8.95
870,ECO00882,217.892,25.3412,4584.3,8.87
806,ECO00814,194.487,27.9918,4584.41,8.19
4683,ECO04708,217.06799999999998,25.8489,4584.65,11.31
12399,ECO12431,209.938,8.1412,4587.01,9.45
4264,ECO04289,206.78,33.8817,4587.47,9.71
12464,ECO12496,231.53799999999998,16.1659,4589.2,8.79
4144,ECO04169,203.485,17.7128,4589.33,10.13
4577,ECO04602,213.71,15.1469,4590.16,10.55
4770,ECO04795,220.429,5.9528,4590.75,9.59
865,ECO00877,217.165,30.4549,4595.14,8.99
35,ECO00036,211.42700000000002,12.074000000000002,4599.36,8.31
3790,ECO03815,194.833,28.0847,4600.21,10.45
9348,ECO09373,194.90400000000002,36.6957,4602.76,8.51
2334,ECO02359,171.764,21.2326,4602.94,9.11
1248,ECO01269,155.786,8.9798,4603.35,8.59
798,ECO00806,191.58,31.0847,4603.36,8.57
9429,ECO09454,219.47,37.933,4604.42,9.01
10010,ECO10035,231.688,33.6832,4604.52,9.71
7135,ECO07160,217.021,25.8306,4605.73,9.45
4469,ECO04494,211.158,11.6458,4605.98,9.45
8363,ECO08388,214.28599999999997,23.5298,4605.99,8.69
9186,ECO09211,231.21200000000002,34.0628,4608.44,9.17
11782,ECO11814,215.225,23.6027,4608.87,9.63
11870,ECO11902,147.638,44.3143,4610.8,10.45
4698,ECO04723,217.25099999999998,35.9439,4611.67,9.51
2103,ECO02128,149.05,15.7009,4612.19,8.51
4719,ECO04744,217.753,25.4897,4612.64,9.61
11304,ECO11335,217.783,28.3229,4613.44,8.81
2127,ECO02152,150.27100000000002,14.9476,4614.5,8.81
4448,ECO04473,210.84599999999998,9.4481,4618.23,10.07
6266,ECO06291,147.855,44.9239,4618.91,9.43
5019,ECO05044,236.643,33.2236,4619.19,9.53
5116,ECO05141,144.92,-0.2356,4619.58,10.49
6441,ECO06466,211.275,9.3387,4621.29,9.11
2440,ECO02465,215.32,22.0416,4622.61,9.01
5957,ECO05982,146.922,35.06,4622.91,10.33
3218,ECO03243,180.183,24.8561,4623.08,9.25
4325,ECO04350,208.425,3.3775,4624.79,10.09
2489,ECO02514,212.09400000000002,16.9297,4625.31,9.09
12164,ECO12196,234.115,20.3696,4626.64,8.85
4990,ECO05015,235.028,20.6803,4627.96,10.11
7332,ECO07357,190.084,1.2732,4628.43,8.47
7435,ECO07460,151.672,28.1728,4629.86,9.43
5665,ECO05690,174.378,15.4864,4630.72,8.97
3619,ECO03644,189.421,27.1289,4631.47,9.19
2468,ECO02493,215.3,22.8833,4632.02,8.69
9144,ECO09169,207.851,33.5092,4632.78,9.07
1101,ECO01114,143.543,0.2412,4633.86,9.69
4476,ECO04501,211.153,27.9014,4635.17,9.29
8480,ECO08505,216.322,25.2914,4638.15,9.19
250,ECO00252,194.43599999999998,34.8395,4640.59,8.73
11295,ECO11326,190.4,-0.1183,4641.07,9.13
11770,ECO11802,144.942,20.9998,4641.22,9.13
12142,ECO12174,232.739,20.7443,4641.78,8.79
5357,ECO05382,147.30700000000002,35.0429,4642.84,9.77
620,ECO00627,154.776,34.6551,4642.95,8.35
4206,ECO04231,204.74599999999998,31.365,4644.37,10.39
6227,ECO06252,198.72299999999998,27.008000000000003,4644.44,9.99
11432,ECO11463,218.234,46.3324,4645.12,8.83
4503,ECO04528,211.78400000000002,12.5883,4645.28,10.57
4362,ECO04387,209.468,7.4133,4645.6,9.79
5760,ECO05785,178.665,25.9423,4646.98,8.93
4596,ECO04621,214.197,23.0022,4648.06,9.71
7137,ECO07162,216.995,25.8664,4648.61,8.85
8551,ECO08576,217.49400000000003,25.9015,4648.93,8.97
6152,ECO06177,195.06900000000002,27.9675,4649.36,9.79
6032,ECO06057,190.44099999999997,11.2509,4649.46,9.21
6124,ECO06149,147.49200000000002,46.3381,4650.16,9.67
4266,ECO04291,206.842,30.3336,4651.03,10.55
3183,ECO03208,179.451,25.2708,4653.87,10.39
7911,ECO07936,211.372,11.5855,4657.28,8.57
1280,ECO01302,167.674,48.9086,4658.32,8.47
4633,ECO04658,215.31799999999998,23.48,4658.9,10.41
96,ECO00097,211.204,11.6987,4659.17,8.33
1011,ECO01023,211.83900000000003,12.7197,4659.17,8.63
48,ECO00049,184.56599999999997,11.2269,4661.01,8.51
4574,ECO04599,213.55599999999998,15.6225,4661.45,10.03
369,ECO00373,146.795,35.6306,4662.34,8.49
6525,ECO06550,221.30900000000003,38.7288,4662.39,9.81
416,ECO00420,142.014,48.5267,4662.81,8.31
4999,ECO05024,235.56400000000002,39.9839,4663.79,9.83
8448,ECO08473,217.51,24.8849,4665.59,9.05
12122,ECO12154,220.141,27.55,4666.4,8.47
6556,ECO06581,232.63,14.7105,4667.77,8.93
6278,ECO06303,201.831,31.7882,4668.17,9.07
8290,ECO08315,131.058,22.1367,4668.23,8.77
4446,ECO04471,210.767,28.0336,4670.15,10.29
5290,ECO05315,144.165,0.4091,4670.64,8.83
11696,ECO11728,231.989,34.9659,4671.64,9.37
10646,ECO10672,216.33599999999998,25.7081,4671.81,9.01
8753,ECO08778,153.493,28.0508,4672.1,9.15
4964,ECO04989,233.967,39.7689,4672.32,10.55
5276,ECO05301,143.61700000000002,32.459,4673.53,9.33
7294,ECO07319,189.94099999999997,0.8984,4673.56,9.27
608,ECO00615,202.422,37.2668,4673.56,8.25
368,ECO00372,146.918,34.946999999999996,4674.42,8.17
1226,ECO01247,147.745,35.2089,4674.49,8.55
12069,ECO12101,207.141,33.3762,4674.65,8.53
3258,ECO03283,180.863,22.21,4675.35,9.69
3784,ECO03809,194.78799999999998,37.3103,4675.39,10.63
2639,ECO02664,236.80700000000002,10.752,4675.94,9.31
5274,ECO05299,143.005,32.2288,4676.1,8.51
2566,ECO02591,232.237,13.2134,4676.55,8.73
3684,ECO03709,191.685,29.7353,4677.26,10.19
6740,ECO06765,148.17600000000002,42.8784,4677.6,8.47
4572,ECO04597,213.47299999999998,15.51,4678.7,10.13
9898,ECO09923,161.977,0.8122,4679.93,9.19
6604,ECO06629,146.97899999999998,45.4686,4680.04,8.81
12679,ECO13774,209.044,1.7976,4680.3,8.33
632,ECO00639,231.50099999999998,20.7469,4681.25,8.29
6089,ECO06114,193.775,39.222,4682.92,10.37
7766,ECO07791,153.07399999999998,27.8622,4688.23,10.45
5365,ECO05390,147.664,44.3311,4690.07,9.65
5767,ECO05792,179.08700000000002,25.3751,4690.2,8.99
6629,ECO06654,191.013,29.9161,4690.36,8.81
4077,ECO04102,202.063,32.0322,4690.51,10.79
5688,ECO05713,146.561,47.1342,4695.85,9.25
425,ECO00429,162.19899999999998,-0.3459,4698.18,8.31
4294,ECO04319,207.68200000000002,33.6328,4699.95,10.39
4629,ECO04654,215.192,21.9356,4700.66,10.49
7323,ECO07348,144.111,1.1913,4701.6,8.29
1222,ECO01243,147.327,44.0263,4704.1,9.95
270,ECO00272,190.273,-0.083,4704.28,8.63
899,ECO00911,235.65599999999998,40.0628,4704.35,8.41
12117,ECO12149,201.02700000000002,31.7623,4705.26,9.03
11499,ECO11530,144.917,-0.2352,4706.4,10.07
7050,ECO07075,143.654,0.0462,4707.04,8.43
6603,ECO06628,146.904,44.3663,4707.89,8.61
4496,ECO04521,143.502,2.4769,4708.28,9.15
5383,ECO05408,148.94,41.575,4709.42,8.79
9891,ECO09916,209.123,48.0519,4711.35,9.03
6953,ECO06978,230.209,49.513999999999996,4712.03,8.81
8625,ECO08650,217.03599999999997,26.6829,4712.85,9.07
6315,ECO06340,202.984,31.0329,4713.24,8.93
7346,ECO07371,140.293,1.4727,4713.56,9.87
375,ECO00379,195.21900000000002,37.0653,4714.06,8.67
6306,ECO06331,202.687,32.7607,4714.29,9.19
389,ECO00393,235.607,40.1055,4714.5,8.37
6163,ECO06188,195.145,37.071999999999996,4714.71,9.15
3648,ECO03673,190.22,26.7281,4715.77,10.57
5434,ECO05459,152.61700000000002,27.9562,4716.21,10.13
11221,ECO11249,146.85,20.241,4716.45,9.19
12413,ECO12445,214.715,21.9667,4718.12,9.03
6660,ECO06685,195.442,27.9576,4718.24,9.73
3246,ECO03271,180.709,18.0153,4718.92,9.99
909,ECO00921,146.764,46.812,4720.46,8.53
8736,ECO08761,217.22,27.8345,4721.59,8.79
3794,ECO03819,194.878,27.8844,4724.03,10.33
4788,ECO04813,222.26,21.3308,4724.39,9.51
357,ECO00361,202.457,33.0265,4725.48,8.67
8947,ECO08972,191.611,30.4582,4729.65,8.45
5906,ECO05931,146.834,46.6103,4732.07,9.59
9884,ECO09909,209.832,47.9562,4733.68,9.01
4576,ECO04601,213.614,15.6119,4733.7,10.11
5289,ECO05314,144.14700000000002,1.1166,4734.23,9.59
4951,ECO04976,144.82299999999998,47.4947,4734.4,9.33
9334,ECO09359,232.53400000000002,36.5101,4734.45,8.71
6464,ECO06489,148.464,13.6147,4734.47,9.71
3655,ECO03680,190.40599999999998,26.0728,4734.51,9.89
12685,ECO13795,144.422,2.7783,4734.9,8.71
3569,ECO03594,139.369,-0.62,4734.93,9.73
9063,ECO09088,205.37,32.1927,4735.81,9.07
4783,ECO04808,221.66299999999998,21.0611,4735.99,9.13
10654,ECO10680,217.945,26.2735,4737.1,9.31
234,ECO00236,147.27700000000002,44.0483,4737.12,8.65
5206,ECO05231,137.226,1.4325,4738.59,9.31
8977,ECO09002,201.696,30.9759,4739.66,8.57
8538,ECO08563,216.47799999999998,25.768,4741.14,9.55
3650,ECO03675,190.30900000000003,26.7358,4741.36,9.33
9026,ECO09051,201.139,31.6715,4742.87,9.37
7002,ECO07027,190.0,26.6823,4742.9,9.11
6779,ECO06804,161.344,1.1241,4744.3,9.15
5171,ECO05196,145.15200000000002,3.5769,4744.46,10.75
2279,ECO02304,213.269,20.4007,4744.67,10.11
7523,ECO07548,151.976,29.4608,4744.9,9.45
3326,ECO03351,138.398,12.4408,4745.38,10.49
9736,ECO09761,147.80200000000002,44.0094,4747.68,9.51
6363,ECO06388,205.523,32.0281,4748.47,9.25
905,ECO00917,138.125,12.5866,4751.42,8.19
12182,ECO12214,229.921,20.8939,4751.74,8.65
6332,ECO06357,148.016,19.6511,4752.22,9.77
4823,ECO04848,224.297,19.6983,4752.65,9.85
208,ECO00210,169.25,24.7654,4754.03,8.57
4202,ECO04227,204.68,31.2703,4754.91,10.57
9304,ECO09329,233.218,36.1269,4755.34,8.59
6080,ECO06105,147.392,44.1022,4755.36,10.27
4528,ECO04553,143.643,0.0897,4755.98,9.85
12605,ECO12637,213.672,15.5128,4758.89,8.37
4540,ECO04565,212.825,17.5064,4759.6,10.41
3708,ECO03733,192.787,28.7881,4760.46,10.53
4497,ECO04522,211.52700000000002,11.7892,4760.54,9.35
842,ECO00854,205.6,32.8702,4760.89,8.27
4949,ECO04974,233.25900000000001,36.4742,4762.38,9.13
372,ECO00376,218.916,36.2621,4762.89,8.77
10802,ECO10828,191.727,42.0392,4763.04,8.31
5083,ECO05108,172.06099999999998,11.3943,4763.98,8.63
12073,ECO12105,138.481,24.7645,4765.05,8.85
5377,ECO05402,148.556,36.5358,4765.59,8.65
5046,ECO05071,139.92600000000002,1.3258,4765.63,9.13
5516,ECO05541,161.321,1.4679,4766.64,8.79
3654,ECO03679,190.38099999999997,26.0428,4767.59,10.57
5077,ECO05102,155.966,9.9876,4768.0,8.91
871,ECO00883,218.03599999999997,25.8588,4769.31,8.87
11105,ECO11133,200.56400000000002,26.9181,4769.35,8.41
4891,ECO04916,228.563,20.4783,4770.36,10.23
9043,ECO09068,202.028,31.9325,4771.06,9.09
814,ECO00822,137.439,1.7941,4772.44,8.41
651,ECO00658,144.046,7.9918,4774.0,8.47
9771,ECO09796,158.499,45.1393,4774.46,8.63
12650,ECO12729,140.389,1.584,4775.27,8.37
12412,ECO12444,235.40099999999998,16.0341,4775.57,8.27
9248,ECO09273,196.15599999999998,35.2451,4777.33,8.75
2383,ECO02408,213.416,20.9321,4777.69,9.29
6045,ECO06070,147.338,43.9175,4778.65,9.41
6044,ECO06069,191.03599999999997,48.6444,4779.03,10.17
3272,ECO03297,181.025,1.8469,4779.81,10.49
6609,ECO06634,147.991,43.413999999999994,4780.86,8.91
9738,ECO09763,147.605,44.0408,4781.51,8.87
5710,ECO05735,146.619,45.7525,4782.94,10.71
6623,ECO06648,189.592,1.6791,4784.36,9.59
4631,ECO04656,215.34799999999998,11.2706,4784.44,9.03
6001,ECO06026,147.18200000000002,44.0811,4786.43,10.43
2115,ECO02140,138.783,11.7641,4786.44,8.81
7290,ECO07315,148.846,0.8787,4787.75,8.71
6607,ECO06632,147.605,44.2574,4789.39,9.01
9882,ECO09907,169.358,47.8541,4789.58,8.83
9750,ECO09775,147.355,44.3389,4789.83,8.87
4571,ECO04596,213.449,20.8483,4791.42,10.75
8822,ECO08847,195.86700000000002,28.5641,4791.5,8.77
10068,ECO10093,212.206,10.7959,4791.67,8.87
12423,ECO12455,191.24099999999999,24.7715,4792.5,8.77
298,ECO00302,146.901,3.2838,4792.59,8.61
12180,ECO12212,227.81099999999998,21.4511,4793.28,8.31
3861,ECO03886,196.25400000000002,35.1781,4793.32,10.99
5731,ECO05756,146.515,4.4033,4795.02,10.77
6566,ECO06591,233.947,40.114000000000004,4796.01,9.55
9057,ECO09082,200.857,32.1028,4796.16,9.91
3180,ECO03205,179.408,25.2406,4796.22,10.27
6559,ECO06584,233.334,37.9704,4796.89,8.87
6194,ECO06219,196.733,35.1326,4797.0,9.05
3819,ECO03844,195.179,37.3153,4797.86,11.31
5396,ECO05421,149.968,37.9088,4798.07,9.49
4852,ECO04877,226.495,20.8497,4799.4,9.27
4406,ECO04431,210.287,8.5839,4799.97,10.35
12653,ECO12743,140.143,1.5511,4801.37,8.61
11344,ECO11375,135.673,13.1081,4802.38,9.29
11201,ECO11229,217.59099999999998,25.9128,4802.54,8.57
3524,ECO03549,139.2,11.4531,4803.06,9.55
9249,ECO09274,196.417,35.2458,4803.87,9.13
3872,ECO03897,196.658,28.85,4804.57,9.37
5028,ECO05053,144.747,6.9553,4807.61,10.51
6376,ECO06401,148.123,2.1544,4808.61,10.57
11984,ECO12016,235.82299999999998,9.6989,4809.0,8.99
931,ECO00943,176.274,19.6365,4809.19,9.97
4211,ECO04236,204.872,31.2997,4811.42,10.01
409,ECO00413,215.66299999999998,46.5235,4812.21,8.51
6822,ECO06847,204.965,28.0449,4812.9,8.97
11675,ECO11707,228.00900000000001,21.2983,4813.16,10.45
4661,ECO04686,216.345,26.4656,4813.29,9.65
4772,ECO04797,220.387,38.8514,4813.43,10.79
403,ECO00407,148.05700000000002,43.8643,4813.98,8.77
4672,ECO04697,216.858,25.5144,4813.99,10.19
2148,ECO02173,211.054,8.5172,4814.21,9.09
6537,ECO06562,225.05900000000003,46.4363,4814.39,8.87
12410,ECO12442,214.481,21.9262,4814.46,8.85
3437,ECO03462,138.821,11.8858,4817.03,10.69
6639,ECO06664,149.179,46.4614,4817.82,9.87
486,ECO00493,191.62400000000002,47.4949,4818.89,8.75
945,ECO00957,190.27700000000002,26.8224,4819.04,8.21
6365,ECO06390,148.226,42.8481,4819.07,10.47
4728,ECO04753,218.12599999999998,26.1858,4820.96,10.13
8573,ECO08598,216.204,26.2276,4821.28,8.93
5702,ECO05727,176.2,19.6884,4821.91,9.91
2979,ECO03004,176.00799999999998,19.7844,4821.96,9.15
7152,ECO07177,202.34,-0.7797,4822.8,8.83
660,ECO00667,214.71,21.4876,4824.43,8.59
6234,ECO06259,147.655,43.7592,4824.82,10.31
3682,ECO03707,191.547,46.7275,4825.35,9.79
5360,ECO05385,145.786,21.1825,4825.87,10.47
4589,ECO04614,213.91,36.375,4826.12,9.57
4046,ECO04071,201.084,36.5961,4827.6,9.29
10274,ECO10300,145.128,7.4895,4827.74,8.69
4870,ECO04895,226.864,19.5975,4828.59,10.71
6216,ECO06241,198.356,33.2899,4828.67,8.87
