Index,Name,RADEG,DEDEG,CZ
1791,ECO01816,182.46900000000002,20.9291,7264.0
1792,ECO01817,182.49099999999999,19.3548,7196.0
1793,ECO01818,182.502,17.6201,7228.0
1794,ECO01819,182.521,25.3082,6370.0
1795,ECO01820,182.579,20.089000000000002,7388.0
1796,ECO01821,182.75099999999998,23.6746,7236.0
1797,ECO01822,182.798,24.9359,7350.0
1798,ECO01823,147.194,21.9848,7180.0
1799,ECO01824,182.967,21.1128,7044.0
1800,ECO01825,183.00099999999998,24.5263,6350.0
1801,ECO01826,183.046,23.6765,7370.0
1802,ECO01827,183.06599999999997,23.7793,6780.0
1803,ECO01828,183.079,24.1002,6556.0
1804,ECO01829,183.12400000000002,21.9114,7350.0
1805,ECO01830,183.26,21.5511,7080.0
1806,ECO01831,183.28599999999997,23.6728,7144.0
1807,ECO01832,183.30599999999998,21.7104,7436.0
1808,ECO01833,183.31799999999998,21.6222,7296.0
1809,ECO01834,147.31,3.785,7228.0
1810,ECO01835,183.361,20.1253,7340.0
1811,ECO01836,183.545,24.0695,7210.0
1812,ECO01837,183.548,21.7113,7456.0
1813,ECO01838,183.65400000000002,21.9891,7020.0
1814,ECO01839,183.667,21.596,7350.0
1815,ECO01840,183.726,22.1418,7170.0
1816,ECO01841,183.726,21.9006,7412.0
1817,ECO01842,183.743,19.5164,7356.0
1818,ECO01843,183.769,23.9334,6690.0
1819,ECO01844,183.799,23.9856,6844.0
1820,ECO01845,134.82399999999998,39.2468,7200.0
1821,ECO01846,147.493,5.5202,7110.0
1822,ECO01847,183.83,21.4915,7456.0
1823,ECO01848,183.84,22.6347,7230.0
1824,ECO01849,183.842,23.9937,7464.0
1825,ECO01850,183.963,24.0066,6690.0
1826,ECO01851,183.995,17.6296,6676.0
1827,ECO01852,184.37099999999998,24.486,6736.0
1828,ECO01853,184.65200000000002,16.9741,6772.0
1829,ECO01854,184.84799999999998,25.0507,6820.0
1830,ECO01855,147.817,33.7241,6470.0
1831,ECO01856,184.875,25.7426,7380.0
1832,ECO01857,184.89,24.9053,6600.0
1833,ECO01858,184.89700000000002,24.1933,7360.0
1834,ECO01859,185.037,25.5856,6708.0
1835,ECO01860,185.347,23.9849,6620.0
1836,ECO01861,185.485,25.9568,6590.0
1837,ECO01862,185.858,4.525,6870.0
1838,ECO01863,186.477,5.2959,7440.0
1839,ECO01864,186.947,22.5621,6730.0
1840,ECO01865,187.505,23.1838,6884.0
1841,ECO01866,147.85399999999998,1.9204,7296.0
1842,ECO01867,187.653,22.7602,6876.0
1843,ECO01868,187.71,18.1457,6876.0
1844,ECO01869,188.718,26.175,6404.0
1845,ECO01870,188.829,23.0258,6844.0
1846,ECO01871,188.888,17.4396,6750.0
1847,ECO01872,189.18099999999998,26.1131,6228.0
1848,ECO01873,189.949,24.1734,6500.0
1849,ECO01874,190.093,27.4509,7348.0
1850,ECO01875,190.329,21.6725,6428.0
1851,ECO01876,190.563,26.5805,5948.0
1852,ECO01877,148.134,26.2316,7156.0
1853,ECO01878,190.725,27.7744,7430.0
1854,ECO01879,191.082,21.4702,7040.0
1855,ECO01880,191.33900000000003,28.5909,7148.0
1856,ECO01881,191.393,23.0729,7204.0
1857,ECO01882,191.398,22.0571,6724.0
1858,ECO01883,191.771,9.9366,7050.0
1859,ECO01884,191.868,9.8879,7428.0
1860,ECO01885,191.97799999999998,26.953000000000003,6930.0
1861,ECO01886,192.343,26.7439,7216.0
1862,ECO01887,148.185,19.5665,7224.0
1863,ECO01888,192.445,27.6407,7076.0
1864,ECO01889,192.459,17.8666,6680.0
1865,ECO01890,192.47,21.9955,6590.0
1866,ECO01891,192.518,9.5807,7124.0
1867,ECO01892,192.58700000000002,27.9372,6988.0
1868,ECO01893,192.611,26.7353,5824.0
1869,ECO01894,192.783,17.1764,6610.0
1870,ECO01895,192.857,28.1208,7292.0
1871,ECO01896,192.965,27.2556,6804.0
1872,ECO01897,193.12400000000002,27.803,7276.0
1873,ECO01898,149.034,1.4774,7412.0
1874,ECO01899,193.44099999999997,6.8445,7116.0
1875,ECO01900,193.512,25.7607,7292.0
1876,ECO01901,193.72,26.5759,6016.0
1877,ECO01902,193.752,27.1938,7444.0
1878,ECO01903,193.83700000000002,27.6691,7110.0
1879,ECO01904,194.097,27.544,7350.0
1880,ECO01905,194.171,27.4478,7344.0
1881,ECO01906,194.27700000000002,28.2966,6770.0
1882,ECO01907,194.303,28.1336,7004.0
1883,ECO01908,194.38,28.0184,7076.0
1884,ECO01909,149.287,31.866,6410.0
1885,ECO01910,194.40099999999998,28.2334,6820.0
1886,ECO01911,194.46200000000002,27.4909,7350.0
1887,ECO01912,194.549,27.5425,7116.0
1888,ECO01913,194.645,24.3935,6732.0
1889,ECO01914,194.65,27.8729,7124.0
1890,ECO01915,194.71200000000002,27.9955,6708.0
1891,ECO01916,194.71400000000003,6.6375,7220.0
1892,ECO01917,194.72099999999998,28.2338,6090.0
1893,ECO01918,194.93599999999998,27.8898,6816.0
1894,ECO01919,195.02599999999998,28.2523,6424.0
1895,ECO01920,149.504,35.3414,7068.0
1896,ECO01921,195.044,26.4612,6628.0
1897,ECO01922,195.065,27.2567,7132.0
1898,ECO01923,195.1,27.2869,7280.0
1899,ECO01924,195.12599999999998,28.16,7076.0
1900,ECO01925,195.297,27.7425,7376.0
1901,ECO01926,195.45,27.3548,6070.0
1902,ECO01927,195.525,27.7651,7260.0
1903,ECO01928,195.803,19.9779,6670.0
1904,ECO01929,195.959,23.6335,7410.0
1905,ECO01930,196.03099999999998,25.7251,7270.0
1906,ECO01931,149.886,29.3568,6316.0
1907,ECO01932,196.058,27.5601,6970.0
1908,ECO01933,196.18,28.2516,6588.0
1909,ECO01934,196.34900000000002,27.1016,7252.0
1910,ECO01935,196.357,27.0796,7130.0
1911,ECO01936,196.438,27.3154,6360.0
1912,ECO01937,196.544,6.2856,7052.0
1913,ECO01938,196.737,24.765,6748.0
1914,ECO01939,196.795,18.4615,6730.0
1915,ECO01940,196.91,6.4296,7084.0
1916,ECO01941,150.001,12.9347,6980.0
1917,ECO01942,197.05200000000002,6.4153,7150.0
1918,ECO01943,197.111,28.1354,6652.0
1919,ECO01944,197.266,8.1987,7076.0
1920,ECO01945,197.343,24.0924,6480.0
1921,ECO01946,197.66400000000002,17.4365,6976.0
1922,ECO01947,197.696,25.079,7050.0
1923,ECO01948,197.727,22.1152,7004.0
1924,ECO01949,197.771,23.9802,7428.0
1925,ECO01950,197.855,24.8597,7120.0
1926,ECO01951,197.99599999999998,16.7114,6676.0
1927,ECO01952,135.327,29.5077,6410.0
1928,ECO01953,150.891,22.7181,6936.0
1929,ECO01954,198.207,21.2318,6604.0
1930,ECO01955,198.25400000000002,6.465,7050.0
1931,ECO01956,198.27900000000002,22.1138,6984.0
1932,ECO01957,198.373,7.891,6988.0
1933,ECO01958,199.11900000000003,17.4498,7044.0
1934,ECO01959,199.48,23.2612,7200.0
1935,ECO01960,199.574,20.3513,6704.0
1936,ECO01961,199.77900000000002,23.358,6932.0
1937,ECO01962,199.87900000000002,22.3155,6864.0
1938,ECO01963,151.259,31.7959,6216.0
1939,ECO01964,199.99099999999999,23.2292,7012.0
1940,ECO01965,200.486,24.729,7068.0
1941,ECO01966,200.52700000000002,24.7203,7012.0
1942,ECO01967,200.68,21.7488,6748.0
1943,ECO01968,200.854,18.908,7228.0
1944,ECO01969,200.93400000000003,17.0275,7240.0
1945,ECO01970,201.59599999999998,19.8668,7148.0
1946,ECO01971,201.62,16.9575,7230.0
1947,ECO01972,201.72099999999998,36.0496,5636.0
1948,ECO01973,151.591,31.1569,6456.0
1949,ECO01974,202.101,20.9962,5852.0
1950,ECO01975,202.135,20.962,6028.0
1951,ECO01976,202.41299999999998,25.7975,7436.0
1952,ECO01977,202.84099999999998,26.193,7412.0
1953,ECO01978,203.05900000000003,7.8885,7304.0
1954,ECO01979,203.127,7.7170000000000005,7070.0
1955,ECO01980,203.135,17.9614,6476.0
1956,ECO01981,203.176,6.7581,6716.0
1957,ECO01982,203.234,18.1479,7130.0
1958,ECO01983,203.24,18.2041,6856.0
1959,ECO01984,151.804,46.5592,7384.0
1960,ECO01985,203.25,7.3262,6596.0
1961,ECO01986,203.25099999999998,17.1636,7132.0
1962,ECO01987,203.273,18.4021,6910.0
1963,ECO01988,203.394,21.7806,6910.0
1964,ECO01989,203.497,8.2867,7430.0
1965,ECO01990,203.563,18.3265,6772.0
1966,ECO01991,203.6,7.4283,7240.0
1967,ECO01992,203.637,5.9458,7150.0
1968,ECO01993,203.77700000000002,6.4966,6584.0
1969,ECO01994,204.018,18.3149,6976.0
1970,ECO01995,151.845,31.3688,6370.0
1971,ECO01996,204.169,8.2432,7228.0
1972,ECO01997,204.562,18.4111,6924.0
1973,ECO01998,204.8,15.4408,6890.0
1974,ECO01999,205.092,16.6277,7056.0
1975,ECO02000,205.113,6.1155,7036.0
1976,ECO02001,205.696,16.6569,7420.0
1977,ECO02002,206.18599999999998,16.7057,6670.0
1978,ECO02003,206.28599999999997,19.0791,6870.0
1979,ECO02004,206.505,6.1448,6772.0
1980,ECO02005,206.611,18.7953,6770.0
1981,ECO02006,152.342,40.5084,7212.0
1982,ECO02007,207.078,23.9572,6756.0
1983,ECO02008,207.12,23.8622,6924.0
1984,ECO02009,207.205,24.0008,6920.0
1985,ECO02010,207.28900000000002,24.5198,7052.0
1986,ECO02011,208.11,19.8596,6956.0
1987,ECO02012,208.855,17.5283,6644.0
1988,ECO02013,208.9,15.0911,7276.0
1989,ECO02014,208.917,15.2998,7140.0
1990,ECO02015,209.09,31.5547,7040.0
1991,ECO02016,209.24900000000002,9.9306,7216.0
1992,ECO02017,153.109,5.722,7310.0
1993,ECO02018,209.43200000000002,18.4072,6508.0
1994,ECO02019,209.58,7.3926,7300.0
1995,ECO02020,209.65099999999998,29.355999999999998,5856.0
1996,ECO02021,209.766,15.25,6560.0
1997,ECO02022,209.77700000000002,15.5762,7464.0
1998,ECO02023,209.872,18.7334,6620.0
1999,ECO02024,210.02200000000002,8.1702,6988.0
2000,ECO02025,210.06599999999997,20.2495,6776.0
2001,ECO02026,210.398,9.3089,5996.0
2002,ECO02027,210.61599999999999,18.506,7030.0
2003,ECO02028,153.171,45.7315,7280.0
2004,ECO02029,210.75599999999997,9.3798,6700.0
2005,ECO02030,210.795,8.9574,7380.0
2006,ECO02031,210.843,8.9126,6860.0
2007,ECO02032,211.62,15.0596,6736.0
2008,ECO02033,211.83900000000003,18.0382,7230.0
2009,ECO02034,211.988,17.9786,7268.0
2010,ECO02035,212.298,14.9096,6916.0
2011,ECO02036,217.465,19.1595,5676.0
2012,ECO02037,218.39,18.3497,5764.0
2013,ECO02038,153.746,48.3714,7160.0
2014,ECO02039,220.514,15.644,6390.0
2015,ECO02040,221.96400000000003,17.3937,6344.0
2016,ECO02041,221.993,8.3213,7012.0
2017,ECO02042,224.051,5.7325,6476.0
2018,ECO02043,225.438,26.004,6824.0
2019,ECO02044,226.673,12.8543,6896.0
2020,ECO02045,226.68900000000002,14.5043,6320.0
2021,ECO02046,227.045,16.0907,7388.0
2022,ECO02047,227.104,21.8289,6316.0
2023,ECO02048,227.18900000000002,22.1012,6190.0
2024,ECO02049,154.077,20.7391,7264.0
2025,ECO02050,228.551,13.8096,6770.0
2026,ECO02051,229.01,13.5987,7044.0
2027,ECO02052,229.835,12.001,6660.0
2028,ECO02053,230.354,14.2455,7364.0
2029,ECO02054,230.364,15.1177,6788.0
2030,ECO02055,230.417,15.2859,6790.0
2031,ECO02056,230.452,14.3394,7436.0
2032,ECO02057,230.71099999999998,15.0217,7276.0
2033,ECO02058,230.822,12.7009,6760.0
2034,ECO02059,230.824,16.086,7256.0
2035,ECO02060,135.708,37.2592,7270.0
2036,ECO02061,154.13,45.3653,7172.0
2037,ECO02062,230.956,17.7608,6852.0
2038,ECO02063,231.245,4.7901,6384.0
2039,ECO02064,231.261,12.8532,7012.0
2040,ECO02065,231.38,6.3202,6490.0
2041,ECO02066,231.878,15.4883,7004.0
2042,ECO02067,231.99400000000003,17.1312,7108.0
2043,ECO02068,232.171,1.3776,6270.0
2044,ECO02069,233.40400000000002,21.0541,7076.0
2045,ECO02070,234.50900000000001,5.2526,6210.0
2046,ECO02071,234.67,22.4441,7356.0
2047,ECO02072,154.16299999999998,40.521,7144.0
2048,ECO02073,153.64600000000002,11.3347,7336.0
2049,ECO02074,233.787,28.6999,6732.0
2050,ECO02075,202.4,4.4783,6940.0
2051,ECO02076,175.725,11.8083,7460.0
2052,ECO02077,167.475,13.9556,7450.0
2053,ECO02078,162.704,15.3236,6284.0
2054,ECO02079,224.68900000000002,41.7652,2650.0
2055,ECO02080,154.597,32.0799,7016.0
2056,ECO02081,186.86,8.8426,7380.0
2057,ECO02082,194.90400000000002,28.0184,7304.0
2058,ECO02083,166.421,-0.1002,6360.0
2059,ECO02084,187.72,1.8209,7404.0
2060,ECO02085,140.44,25.0103,7456.0
2061,ECO02086,210.78400000000002,-0.5923,7164.0
2062,ECO02087,209.885,-0.2157,7104.0
2063,ECO02088,156.766,32.9616,7344.0
2064,ECO02089,199.75400000000002,0.7628,7164.0
2065,ECO02090,145.747,7.2853,7440.0
2066,ECO02091,139.86700000000002,33.6526,7050.0
2067,ECO02092,157.69899999999998,32.2506,6420.0
2068,ECO02093,170.65099999999998,-0.5246,7444.0
2069,ECO02094,202.787,0.6925,7172.0
2070,ECO02095,159.52700000000002,30.7159,6396.0
2071,ECO02096,213.06799999999998,-0.633,7450.0
2072,ECO02097,151.832,9.8623,7424.0
2073,ECO02098,179.717,20.9745,7420.0
2074,ECO02099,186.19,13.3403,7468.0
2075,ECO02100,159.86,34.291,6680.0
2076,ECO02101,130.67700000000002,1.952,7444.0
2077,ECO02102,167.68200000000002,4.4928,6824.0
2078,ECO02103,172.17,4.7718,6140.0
2079,ECO02104,193.692,4.9005,7296.0
2080,ECO02105,196.584,4.1499,7012.0
2081,ECO02106,165.174,4.1249,3660.0
2082,ECO02107,160.208,37.6788,7256.0
2083,ECO02108,160.214,37.9541,7460.0
2084,ECO02109,136.086,29.8893,6820.0
2085,ECO02110,160.863,43.9604,7410.0
2086,ECO02111,160.964,37.5348,7160.0
2087,ECO02112,160.999,37.8231,7052.0
2088,ECO02113,161.18,37.5761,7256.0
2089,ECO02114,161.743,38.4578,7400.0
2090,ECO02115,161.747,29.9696,6280.0
2091,ECO02116,162.362,42.2476,7250.0
2092,ECO02117,162.778,34.7743,7130.0
2093,ECO02118,163.025,35.9843,7170.0
2094,ECO02119,163.66299999999998,42.5343,7180.0
2095,ECO02120,130.095,23.5394,3534.0
2096,ECO02121,130.781,18.2225,6172.0
2097,ECO02122,136.186,18.8111,4024.0
2098,ECO02123,172.171,19.7311,5760.0
2099,ECO02124,202.628,17.5632,6700.0
2100,ECO02125,202.43400000000003,17.0043,6544.0
2101,ECO02126,186.83599999999998,18.7155,6984.0
2102,ECO02127,146.665,15.2772,5820.0
2103,ECO02128,149.05,15.7009,4612.0
2104,ECO02129,152.123,16.7287,6452.0
2105,ECO02130,153.11700000000002,16.9016,6572.0
2106,ECO02131,158.392,17.742,6070.0
2107,ECO02132,144.127,15.5488,4196.0
2108,ECO02133,159.695,17.9716,6030.0
2109,ECO02134,172.166,9.0986,6156.0
2110,ECO02135,152.149,14.472000000000001,5908.0
2111,ECO02136,150.553,13.7341,7070.0
2112,ECO02137,147.389,14.2034,7116.0
2113,ECO02138,138.30700000000002,11.7713,4870.0
2114,ECO02139,145.597,14.63,3744.0
2115,ECO02140,138.783,11.7641,4788.0
2116,ECO02141,147.144,14.8991,5720.0
2117,ECO02142,143.003,12.2618,5760.0
2118,ECO02143,147.409,14.776,7344.0
2119,ECO02144,151.789,15.5488,6664.0
2120,ECO02145,172.21,20.7953,6188.0
2121,ECO02146,146.575,13.7459,6890.0
2122,ECO02147,146.689,13.7825,6704.0
2123,ECO02148,146.743,13.7548,6980.0
2124,ECO02149,146.989,13.8259,7144.0
2125,ECO02150,159.092,15.352,6600.0
2126,ECO02151,153.303,14.8809,5880.0
2127,ECO02152,150.27100000000002,14.9476,4616.0
2128,ECO02153,146.872,14.2126,5796.0
2129,ECO02154,185.217,19.0039,6900.0
2130,ECO02155,190.55700000000002,18.9377,6640.0
2131,ECO02156,172.24599999999998,38.8514,6364.0
2132,ECO02157,134.39600000000002,17.2175,5976.0
2133,ECO02158,135.05100000000002,17.5828,3730.0
2134,ECO02159,187.979,19.1083,6740.0
2135,ECO02160,196.791,18.6524,6720.0
2136,ECO02161,196.829,18.5947,6732.0
2137,ECO02162,187.297,20.3671,6724.0
2138,ECO02163,186.178,20.2578,5384.0
2139,ECO02164,180.676,21.0911,6840.0
2140,ECO02165,183.055,21.1409,6930.0
2141,ECO02166,172.24400000000003,22.0911,6344.0
2142,ECO02167,193.542,21.0007,6924.0
2143,ECO02168,188.188,21.0245,6760.0
2144,ECO02169,184.648,20.6961,6260.0
2145,ECO02170,180.388,21.0847,6640.0
2146,ECO02171,187.87900000000002,46.5353,7456.0
2147,ECO02172,195.794,47.3939,7452.0
2148,ECO02173,211.054,8.5172,4816.0
2149,ECO02174,210.86700000000002,8.967,5356.0
2150,ECO02175,233.91299999999998,2.4269,7016.0
2151,ECO02176,235.868,2.3291,7440.0
2152,ECO02177,172.24900000000002,20.7397,6256.0
2153,ECO02178,164.171,9.4186,6110.0
2154,ECO02179,149.279,46.0799,3642.0
2155,ECO02180,162.65200000000002,8.5585,6324.0
2156,ECO02181,162.72799999999998,8.5146,6556.0
2157,ECO02182,162.836,8.445,6160.0
2158,ECO02183,162.85299999999998,8.5574,6796.0
2159,ECO02184,163.024,8.5005,6520.0
2160,ECO02185,163.072,8.4728,6920.0
2161,ECO02186,163.388,8.6521,6024.0
2162,ECO02187,162.535,8.8611,6204.0
2163,ECO02188,172.26,17.2317,3802.0
2164,ECO02189,227.05,20.4749,6340.0
2165,ECO02190,213.738,21.7085,4268.0
2166,ECO02191,224.933,20.0786,6456.0
2167,ECO02192,163.059,10.2595,6324.0
2168,ECO02193,216.138,21.2631,6944.0
2169,ECO02194,219.015,21.846,5320.0
2170,ECO02195,219.018,21.8184,5230.0
2171,ECO02196,219.05200000000002,21.8638,5364.0
2172,ECO02197,227.31599999999997,19.8486,4868.0
2173,ECO02198,216.016,22.5879,5290.0
2174,ECO02199,172.266,9.1122,6116.0
2175,ECO02200,236.415,16.4955,4230.0
2176,ECO02201,218.61900000000003,21.949,5436.0
2177,ECO02202,218.808,21.9945,5316.0
2178,ECO02203,183.81900000000002,24.0373,6924.0
2179,ECO02204,183.929,24.0045,6680.0
2180,ECO02205,169.34,25.4379,6700.0
2181,ECO02206,214.782,22.7711,4320.0
2182,ECO02207,173.361,24.0536,7000.0
2183,ECO02208,227.18900000000002,18.9342,6364.0
2184,ECO02209,185.796,23.9774,7316.0
2185,ECO02210,172.27700000000002,8.9889,6068.0
2186,ECO02211,199.26,23.2923,7212.0
2187,ECO02212,183.67700000000002,24.9806,6556.0
2188,ECO02213,207.13,23.2718,7056.0
2189,ECO02214,185.423,24.8243,7330.0
2190,ECO02215,185.68200000000002,24.8205,6732.0
2191,ECO02216,184.162,24.3703,6310.0
2192,ECO02217,194.69,24.2339,6796.0
2193,ECO02218,182.27900000000002,25.237,6452.0
2194,ECO02219,185.294,25.3252,6896.0
2195,ECO02220,185.304,25.3144,6984.0
2196,ECO02221,172.305,19.7725,5810.0
2197,ECO02222,196.641,24.9628,6284.0
2198,ECO02223,184.791,25.296999999999997,6776.0
2199,ECO02224,173.358,24.8733,6172.0
2200,ECO02225,174.062,25.4354,3114.0
2201,ECO02226,182.726,25.2528,6844.0
2202,ECO02227,182.525,25.6438,6716.0
2203,ECO02228,184.185,25.6919,6384.0
2204,ECO02229,184.525,25.7111,7100.0
2205,ECO02230,184.80200000000002,25.715,7420.0
2206,ECO02231,197.988,24.7012,7096.0
2207,ECO02232,136.226,25.0039,2914.0
2208,ECO02233,172.34799999999998,28.5436,6812.0
2209,ECO02234,207.00400000000002,23.6618,7000.0
2210,ECO02235,184.84,25.7686,7104.0
2211,ECO02236,196.43599999999998,25.385,7370.0
2212,ECO02237,199.005,25.0564,6910.0
2213,ECO02238,183.653,26.1133,7280.0
2214,ECO02239,184.50799999999998,26.0806,6770.0
2215,ECO02240,184.94400000000002,26.0747,6704.0
2216,ECO02241,186.442,26.0825,7096.0
2217,ECO02242,168.375,23.177,6144.0
2218,ECO02243,186.873,26.1032,7308.0
2219,ECO02244,172.37099999999998,24.0933,2746.0
2220,ECO02245,164.28599999999997,24.1806,6280.0
2221,ECO02246,169.243,23.1918,6284.0
2222,ECO02247,170.34599999999998,24.1227,7444.0
2223,ECO02248,169.418,23.656,7132.0
2224,ECO02249,169.465,23.7553,6720.0
2225,ECO02250,169.641,23.7139,6616.0
2226,ECO02251,170.995,23.8491,6868.0
2227,ECO02252,161.259,22.0543,5692.0
2228,ECO02253,161.773,22.1356,5784.0
2229,ECO02254,168.09599999999998,23.1692,6800.0
2230,ECO02255,172.438,22.1267,6440.0
2231,ECO02256,169.762,23.1879,6776.0
2232,ECO02257,170.868,23.3718,6300.0
2233,ECO02258,170.679,23.7658,6900.0
2234,ECO02259,171.99599999999998,25.2724,6940.0
2235,ECO02260,171.07299999999998,24.3429,5730.0
2236,ECO02261,172.59799999999998,24.2926,7012.0
2237,ECO02262,171.26,23.8464,7130.0
2238,ECO02263,172.424,24.8638,6060.0
2239,ECO02264,172.476,25.1311,6224.0
2240,ECO02265,171.86700000000002,25.4954,7016.0
2241,ECO02266,172.46400000000003,24.9378,6176.0
2242,ECO02267,170.46400000000003,24.6081,7170.0
2243,ECO02268,170.798,24.7447,6244.0
2244,ECO02269,209.50599999999997,19.6858,5200.0
2245,ECO02270,177.34099999999998,21.3552,6652.0
2246,ECO02271,169.65099999999998,24.8675,7450.0
2247,ECO02272,181.774,21.4623,7172.0
2248,ECO02273,201.308,20.718000000000004,6090.0
2249,ECO02274,199.435,20.9985,6724.0
2250,ECO02275,171.96599999999998,21.4093,6508.0
2251,ECO02276,182.128,21.9273,6700.0
2252,ECO02277,172.554,24.1697,6948.0
2253,ECO02278,205.692,20.2306,5480.0
2254,ECO02279,230.99900000000002,15.1611,5730.0
2255,ECO02280,179.562,21.8998,6136.0
2256,ECO02281,182.238,21.8888,7280.0
2257,ECO02282,197.602,21.5752,2574.0
2258,ECO02283,200.655,21.3117,6876.0
2259,ECO02284,195.523,21.6511,6748.0
2260,ECO02285,185.417,22.3523,6924.0
2261,ECO02286,200.81900000000002,21.3017,6724.0
2262,ECO02287,179.267,22.3126,6856.0
2263,ECO02288,172.59,44.1644,7350.0
2264,ECO02289,198.373,21.8436,6820.0
2265,ECO02290,172.296,22.2948,3180.0
2266,ECO02291,172.352,22.4004,6524.0
2267,ECO02292,172.683,22.3634,6640.0
2268,ECO02293,172.623,22.3956,6576.0
2269,ECO02294,178.99200000000002,22.639,6508.0
2270,ECO02295,168.93099999999998,22.0854,6172.0
2271,ECO02296,184.771,22.3335,6776.0
2272,ECO02297,182.253,22.6881,6744.0
2273,ECO02298,182.285,22.6969,6824.0
2274,ECO02299,172.62400000000002,9.3881,6016.0
2275,ECO02300,173.766,22.5152,6668.0
2276,ECO02301,175.079,22.406999999999996,6796.0
2277,ECO02302,184.83700000000002,22.3247,6556.0
2278,ECO02303,185.94,22.8848,6644.0
2279,ECO02304,213.269,20.4007,4744.0
2280,ECO02305,213.30599999999998,20.4238,5064.0
2281,ECO02306,169.56099999999998,22.4222,6456.0
2282,ECO02307,171.4,22.7562,7050.0
2283,ECO02308,170.09099999999998,22.5794,6772.0
2284,ECO02309,170.21200000000002,22.6327,5470.0
2285,ECO02310,172.657,3.7564,6520.0
2286,ECO02311,174.15400000000002,22.9157,6984.0
2287,ECO02312,168.622,22.4899,5210.0
2288,ECO02313,169.396,22.4937,6570.0
2289,ECO02314,179.472,23.2251,6484.0
2290,ECO02315,178.68,23.1602,6772.0
2291,ECO02316,184.706,23.2893,7324.0
2292,ECO02317,197.46,22.8035,6564.0
2293,ECO02318,198.766,22.5896,6904.0
2294,ECO02319,213.99,20.7457,5020.0
2295,ECO02320,168.457,22.8107,6644.0
2296,ECO02321,172.753,20.4692,6064.0
2297,ECO02322,178.21400000000003,23.5954,6772.0
2298,ECO02323,182.972,23.6437,6520.0
2299,ECO02324,183.109,23.7284,7450.0
2300,ECO02325,213.317,21.1263,6612.0
2301,ECO02326,170.672,20.6842,4556.0
2302,ECO02327,170.7,20.7423,4524.0
2303,ECO02328,230.579,17.0262,6880.0
2304,ECO02329,172.215,20.8083,6304.0
2305,ECO02330,176.65900000000002,21.0888,6704.0
2306,ECO02331,171.988,20.7919,5428.0
2307,ECO02332,172.765,20.2358,4116.0
2308,ECO02333,171.97299999999998,20.8085,5468.0
2309,ECO02334,171.873,20.7832,5364.0
2310,ECO02335,178.476,21.2501,6850.0
2311,ECO02336,186.692,21.2629,5710.0
2312,ECO02337,192.833,21.2301,6936.0
2313,ECO02338,183.238,21.4269,7068.0
2314,ECO02339,181.67,21.2932,7424.0
2315,ECO02340,195.588,21.0712,6404.0
2316,ECO02341,199.375,20.6842,7000.0
2317,ECO02342,173.458,21.4222,6540.0
2318,ECO02343,136.326,18.4419,4070.0
2319,ECO02344,172.77900000000002,22.7681,6390.0
2320,ECO02345,199.136,21.1165,6640.0
2321,ECO02346,173.612,21.3522,6284.0
2322,ECO02347,200.565,21.0783,7050.0
2323,ECO02348,173.833,21.4581,6828.0
2324,ECO02349,201.929,20.9781,6056.0
2325,ECO02350,182.231,21.7775,7216.0
2326,ECO02351,179.255,21.1667,6572.0
2327,ECO02352,179.38,21.2257,4004.0
2328,ECO02353,198.043,21.22,6984.0
2329,ECO02354,198.243,21.1349,6724.0
2330,ECO02355,172.778,21.2806,3842.0
2331,ECO02356,206.235,20.2773,5516.0
2332,ECO02357,182.18,21.7415,7176.0
2333,ECO02358,232.63099999999997,14.9198,6988.0
2334,ECO02359,171.764,21.2326,4604.0
2335,ECO02360,184.912,22.1525,6828.0
2336,ECO02361,202.54,21.3117,5740.0
2337,ECO02362,182.02900000000002,22.1012,7076.0
2338,ECO02363,182.36599999999999,22.1046,7252.0
2339,ECO02364,182.321,22.2505,7224.0
2340,ECO02365,185.51,22.2458,6740.0
2341,ECO02366,172.835,28.2011,6920.0
2342,ECO02367,193.141,22.0647,6690.0
2343,ECO02368,198.606,21.587,6756.0
2344,ECO02369,192.85299999999998,21.5722,6736.0
2345,ECO02370,199.418,21.5006,6670.0
2346,ECO02371,214.6,19.5756,5616.0
2347,ECO02372,178.707,22.1029,7004.0
2348,ECO02373,185.56400000000002,22.5077,6796.0
2349,ECO02374,203.455,21.2285,5652.0
2350,ECO02375,168.738,21.8557,6068.0
2351,ECO02376,179.335,22.1624,6788.0
2352,ECO02377,172.925,28.1536,6868.0
2353,ECO02378,179.44799999999998,22.02,6204.0
2354,ECO02379,202.55,21.6022,5680.0
2355,ECO02380,213.532,20.0249,4988.0
2356,ECO02381,230.389,15.8679,6956.0
2357,ECO02382,167.94400000000002,22.1426,6344.0
2358,ECO02383,210.5,20.5017,3134.0
2359,ECO02384,168.77200000000002,22.1913,6360.0
2360,ECO02385,173.138,22.1158,6536.0
2361,ECO02386,171.701,22.5577,6700.0
2362,ECO02387,181.03599999999997,22.5993,6384.0
2363,ECO02388,172.922,3.4881,6484.0
2364,ECO02389,182.571,22.4894,6730.0
2365,ECO02390,161.362,21.815,5716.0
2366,ECO02391,167.38099999999997,22.4279,6620.0
2367,ECO02392,169.016,22.6206,5350.0
2368,ECO02393,183.50599999999997,23.0103,7316.0
2369,ECO02394,198.673,22.4725,6624.0
2370,ECO02395,213.15400000000002,20.5806,4980.0
2371,ECO02396,213.174,20.6961,7252.0
