Index,Name,RADEG,DEDEG,CZ
296,ECO00300,171.575,2.5799,6750.0
297,ECO00301,134.415,2.9877,3538.0
298,ECO00302,146.901,3.2838,4790.0
299,ECO00303,205.678,3.3021,5444.0
300,ECO00304,208.05200000000002,3.655,4330.0
301,ECO00305,235.893,3.7461,3596.0
302,ECO00306,168.512,17.1604,6012.0
303,ECO00307,133.884,17.4782,4268.0
304,ECO00308,130.64600000000002,17.8756,4004.0
305,ECO00309,137.84799999999998,18.0433,6216.0
306,ECO00310,143.124,18.2687,5876.0
307,ECO00311,131.43,18.2734,6096.0
308,ECO00312,195.275,11.5064,6690.0
309,ECO00313,142.803,18.5911,5830.0
310,ECO00314,133.317,18.6512,4316.0
311,ECO00315,154.635,18.8967,3576.0
312,ECO00316,170.915,19.2752,6050.0
313,ECO00317,132.46200000000002,19.2995,4172.0
314,ECO00318,145.28799999999998,19.6455,4470.0
315,ECO00319,237.34599999999998,20.0484,4292.0
316,ECO00320,154.498,21.5909,6252.0
317,ECO00321,149.384,21.8819,5410.0
318,ECO00322,145.475,11.6544,4996.0
319,ECO00323,137.219,21.9249,3742.0
320,ECO00324,156.797,22.3732,6300.0
321,ECO00325,222.481,22.5436,5144.0
322,ECO00326,221.447,22.7347,5336.0
323,ECO00327,166.975,22.8751,6532.0
324,ECO00328,156.80700000000002,23.0312,3936.0
325,ECO00329,221.387,23.2975,5372.0
326,ECO00330,228.18200000000002,23.3503,4930.0
327,ECO00331,176.847,23.3661,5090.0
328,ECO00332,219.028,13.1054,5610.0
329,ECO00333,176.898,23.9183,3560.0
330,ECO00334,140.412,28.1475,4010.0
331,ECO00335,195.791,28.4896,5424.0
332,ECO00336,140.58700000000002,28.5728,6556.0
333,ECO00337,196.15400000000002,29.1467,5816.0
334,ECO00338,188.40900000000002,29.4506,4560.0
335,ECO00339,170.62900000000002,13.2673,6024.0
336,ECO00340,213.65200000000002,29.7143,6610.0
337,ECO00341,217.4,29.9873,4444.0
338,ECO00342,148.189,30.0333,6370.0
339,ECO00343,138.55100000000002,30.0571,6260.0
340,ECO00344,179.857,30.2145,3368.0
341,ECO00345,204.923,30.284000000000002,5030.0
342,ECO00346,161.495,30.2905,6640.0
343,ECO00347,217.06,30.7159,3910.0
344,ECO00348,198.93,30.7535,5636.0
345,ECO00349,199.52,31.0964,5576.0
346,ECO00350,141.911,11.6208,3030.0
347,ECO00351,167.623,13.7662,4216.0
348,ECO00352,151.05200000000002,31.2543,6076.0
349,ECO00353,201.56599999999997,31.4298,5176.0
350,ECO00354,144.088,31.5054,5240.0
351,ECO00355,144.09799999999998,31.569000000000003,6560.0
352,ECO00356,145.131,31.8858,4370.0
353,ECO00357,220.91,32.3341,4870.0
354,ECO00358,163.539,32.4494,6710.0
355,ECO00359,132.35,32.5984,4444.0
356,ECO00360,183.62599999999998,14.2535,6548.0
357,ECO00361,202.457,33.0265,4724.0
358,ECO00362,194.55700000000002,33.1807,5530.0
359,ECO00363,146.408,33.247,4412.0
360,ECO00364,214.456,33.5551,4852.0
361,ECO00365,139.988,33.68,6736.0
362,ECO00366,190.685,34.104,4240.0
363,ECO00367,139.798,34.4528,6300.0
364,ECO00368,197.92700000000002,34.5612,5320.0
365,ECO00369,171.122,34.5806,6436.0
366,ECO00370,209.942,34.8476,3892.0
367,ECO00371,160.227,34.8929,6720.0
368,ECO00372,146.918,34.946999999999996,4676.0
369,ECO00373,146.795,35.6306,4664.0
370,ECO00374,176.05599999999998,35.9619,6348.0
371,ECO00375,145.316,35.9753,5988.0
372,ECO00376,218.916,36.2621,4764.0
373,ECO00377,218.99900000000002,36.5832,4348.0
374,ECO00378,180.22400000000002,15.2511,5172.0
375,ECO00379,195.21900000000002,37.0653,4716.0
376,ECO00380,149.055,37.0745,5244.0
377,ECO00381,219.886,37.3426,4344.0
378,ECO00382,132.612,37.968,5184.0
379,ECO00383,147.31799999999998,38.3554,5452.0
380,ECO00384,207.66,38.5093,5856.0
381,ECO00385,210.377,38.5157,5470.0
382,ECO00386,201.489,38.597,6868.0
383,ECO00387,221.257,38.6636,4256.0
384,ECO00388,173.66099999999997,15.6216,4996.0
385,ECO00389,133.18,38.7277,4020.0
386,ECO00390,221.82,38.8877,4480.0
387,ECO00391,144.291,38.9121,6360.0
388,ECO00392,207.408,40.0632,2632.0
389,ECO00393,235.607,40.1055,4716.0
390,ECO00394,192.701,40.3035,4908.0
391,ECO00395,136.05100000000002,41.183,5064.0
392,ECO00396,142.138,41.391999999999996,4400.0
393,ECO00397,217.41099999999997,41.963,5532.0
394,ECO00398,180.295,15.6261,6740.0
395,ECO00399,220.69099999999997,42.0026,5730.0
396,ECO00400,220.415,42.0049,5600.0
397,ECO00401,206.145,42.1696,2770.0
398,ECO00402,232.46200000000002,42.7488,5484.0
399,ECO00403,153.878,43.2146,6936.0
400,ECO00404,228.088,43.3722,5380.0
401,ECO00405,161.629,43.4398,5856.0
402,ECO00406,150.434,43.7525,5124.0
403,ECO00407,148.05700000000002,43.8643,4812.0
404,ECO00408,176.733,15.9401,3366.0
405,ECO00409,172.549,44.4546,5184.0
406,ECO00410,199.35,44.5871,5064.0
407,ECO00411,139.648,44.597,4292.0
408,ECO00412,166.28400000000002,46.3413,6496.0
409,ECO00413,215.66299999999998,46.5235,4812.0
410,ECO00414,134.05100000000002,46.8886,4370.0
411,ECO00415,230.882,46.9031,6240.0
412,ECO00416,164.62900000000002,24.3638,6164.0
413,ECO00417,168.17700000000002,48.0538,5510.0
414,ECO00418,163.75,48.2536,6644.0
415,ECO00419,197.696,48.4236,4904.0
416,ECO00420,142.014,48.5267,4664.0
417,ECO00421,152.119,48.5792,4264.0
418,ECO00422,179.167,49.451,5644.0
419,ECO00423,154.997,49.4511,6960.0
420,ECO00424,228.493,33.1399,6972.0
421,ECO00425,164.115,24.5692,6384.0
422,ECO00426,151.355,47.6658,4436.0
423,ECO00427,130.987,1.5842,3854.0
424,ECO00428,163.115,-0.6067,6268.0
425,ECO00429,162.19899999999998,-0.3459,4700.0
426,ECO00430,146.283,0.0641,6280.0
427,ECO00431,182.764,0.6241,5852.0
428,ECO00432,176.804,2.5338,5850.0
429,ECO00434,204.88400000000001,2.9813,6944.0
430,ECO00435,227.653,3.3089,6476.0
431,ECO00437,156.351,-0.2532,6316.0
432,ECO00438,181.97299999999998,13.5655,6824.0
433,ECO00440,172.19299999999998,1.6178,6692.0
434,ECO00441,201.998,2.9943,6692.0
435,ECO00442,175.06099999999998,25.3237,6680.0
436,ECO00443,158.116,3.9139999999999997,6070.0
437,ECO00444,168.334,3.6203,6584.0
438,ECO00445,130.236,37.2953,3916.0
439,ECO00446,130.889,37.5046,6736.0
440,ECO00447,137.907,46.6767,4270.0
441,ECO00448,147.91299999999998,44.3186,4530.0
442,ECO00449,154.687,44.6317,6956.0
443,ECO00450,163.599,47.4804,6660.0
444,ECO00451,163.69,48.0576,6744.0
445,ECO00452,225.24900000000002,25.4787,6724.0
446,ECO00453,166.15599999999998,47.5277,6550.0
447,ECO00454,187.521,49.6109,3612.0
448,ECO00455,131.365,28.0339,6132.0
449,ECO00456,137.721,31.4293,6640.0
450,ECO00457,139.954,33.5332,6356.0
451,ECO00458,140.401,34.474000000000004,6412.0
452,ECO00459,157.765,25.9139,6132.0
453,ECO00460,140.461,33.9055,6630.0
454,ECO00461,140.491,33.0737,6440.0
455,ECO00462,153.743,38.1041,6824.0
456,ECO00463,153.826,41.1791,6904.0
457,ECO00464,162.592,45.6561,6690.0
458,ECO00465,166.13299999999998,45.1111,6564.0
459,ECO00466,167.72400000000002,42.3742,6324.0
460,ECO00467,213.61,26.0816,5320.0
461,ECO00468,219.136,41.4215,5656.0
462,ECO00469,138.95600000000002,18.9434,4042.0
463,ECO00470,188.00900000000001,49.6317,4428.0
464,ECO00471,136.764,3.8183,3580.0
465,ECO00472,138.237,35.2951,6964.0
466,ECO00473,139.974,33.7003,5628.0
467,ECO00474,194.419,26.2052,6070.0
468,ECO00475,140.058,32.7011,6950.0
469,ECO00476,140.887,39.8506,4196.0
470,ECO00477,145.539,40.2188,5430.0
471,ECO00478,145.958,34.9913,6110.0
472,ECO00479,148.891,37.5874,6916.0
473,ECO00480,151.631,2.4825,6540.0
474,ECO00481,156.029,37.5142,6790.0
475,ECO00482,206.90599999999998,26.4862,5172.0
476,ECO00483,157.884,44.8854,6948.0
477,ECO00484,158.143,40.7949,6868.0
478,ECO00485,163.487,46.5187,6936.0
479,ECO00486,172.25,3.8539,6416.0
480,ECO00487,178.043,48.8928,5800.0
481,ECO00488,182.635,44.6011,7000.0
482,ECO00489,184.831,41.5384,6850.0
483,ECO00490,185.73,3.1318,6224.0
484,ECO00491,180.063,26.4956,3552.0
485,ECO00492,187.315,41.473,6424.0
486,ECO00493,191.62400000000002,47.4949,4820.0
487,ECO00494,199.13099999999997,3.0604,5996.0
488,ECO00495,205.071,3.84,6692.0
489,ECO00496,210.66,39.3511,5456.0
490,ECO00497,212.981,37.1495,6770.0
491,ECO00498,224.86900000000003,39.1792,4196.0
492,ECO00499,227.075,42.575,5720.0
493,ECO00500,147.012,26.6597,4884.0
494,ECO00501,235.778,35.5437,5840.0
495,ECO00502,139.065,34.7224,6750.0
496,ECO00503,148.976,37.3947,6650.0
497,ECO00504,154.126,39.0779,6590.0
498,ECO00505,161.167,2.2593,5492.0
499,ECO00506,163.13299999999998,39.725,6444.0
500,ECO00507,171.985,3.7107,6690.0
501,ECO00508,184.74900000000002,48.8709,6810.0
502,ECO00509,159.947,26.7472,5680.0
503,ECO00510,186.123,48.5532,4110.0
504,ECO00511,201.231,3.5486,6636.0
505,ECO00512,204.183,3.2760000000000002,6360.0
506,ECO00513,228.99,46.7908,5924.0
507,ECO00514,233.472,40.7757,6004.0
508,ECO00515,233.77599999999998,43.0558,5920.0
509,ECO00516,143.477,38.8122,5976.0
510,ECO00517,158.55700000000002,45.5083,6896.0
511,ECO00518,161.694,3.1618,6476.0
512,ECO00519,198.243,12.478,3292.0
513,ECO00520,198.16,26.7987,6670.0
514,ECO00521,200.834,3.7199,6140.0
515,ECO00522,197.97400000000002,-0.858,5292.0
516,ECO00523,136.499,22.9141,6260.0
517,ECO00524,142.159,16.1207,6440.0
518,ECO00525,169.658,26.8579,6900.0
519,ECO00526,146.596,23.6685,3970.0
520,ECO00527,149.471,22.1234,6136.0
521,ECO00528,151.03,22.4932,6090.0
522,ECO00529,153.673,29.2858,6416.0
523,ECO00530,156.161,29.9427,6276.0
524,ECO00531,157.43,20.4317,7000.0
525,ECO00532,158.019,22.796999999999997,6310.0
526,ECO00533,194.826,26.8898,5468.0
527,ECO00534,158.976,28.1683,6396.0
528,ECO00535,161.95600000000002,16.0425,6644.0
529,ECO00536,166.87,22.8541,6136.0
530,ECO00537,166.891,22.944000000000003,6516.0
531,ECO00538,168.38400000000001,23.1577,6870.0
532,ECO00539,169.877,28.6406,6264.0
533,ECO00540,170.84099999999998,30.0,6868.0
534,ECO00541,171.76,28.2415,6972.0
535,ECO00542,217.34400000000002,27.5098,4316.0
536,ECO00543,178.622,28.7654,6784.0
537,ECO00544,181.467,29.4468,3720.0
538,ECO00545,183.493,32.3312,6824.0
539,ECO00546,188.037,30.7153,6950.0
540,ECO00547,190.878,33.4173,6948.0
541,ECO00548,191.752,30.7275,6656.0
542,ECO00549,191.852,29.2073,6988.0
543,ECO00550,137.235,27.5139,6492.0
544,ECO00551,192.33900000000003,34.2584,6732.0
545,ECO00552,193.90400000000002,35.3404,6684.0
546,ECO00553,194.206,31.4988,6896.0
547,ECO00554,194.218,28.1882,6496.0
548,ECO00555,199.53799999999998,34.1998,6120.0
549,ECO00556,200.688,30.8874,6800.0
550,ECO00557,203.628,34.6592,6620.0
551,ECO00558,133.366,27.7474,3956.0
552,ECO00559,204.262,36.2734,6984.0
553,ECO00560,206.622,30.4048,5068.0
554,ECO00561,199.605,3.9767,6212.0
555,ECO00562,236.03400000000002,22.9798,6996.0
556,ECO00563,198.113,33.2209,6896.0
557,ECO00564,162.583,16.3127,6220.0
558,ECO00565,167.46599999999998,23.9151,6144.0
559,ECO00566,193.298,27.8377,6932.0
560,ECO00567,189.706,29.9724,6980.0
561,ECO00568,237.34400000000002,18.3787,4056.0
562,ECO00569,130.113,18.5742,4492.0
563,ECO00570,170.972,30.0535,6844.0
564,ECO00571,183.765,31.535,6720.0
565,ECO00572,165.122,23.3995,6308.0
566,ECO00573,136.525,16.2045,5576.0
567,ECO00574,146.4,21.465,4890.0
568,ECO00575,207.375,34.7973,5184.0
569,ECO00576,194.15400000000002,27.8849,6304.0
570,ECO00577,205.24099999999999,31.4191,5036.0
571,ECO00578,148.539,28.1049,6068.0
572,ECO00579,179.74599999999998,29.1934,3440.0
573,ECO00580,182.858,31.9617,6828.0
574,ECO00581,150.656,21.3199,6170.0
575,ECO00582,167.335,22.7458,6588.0
576,ECO00583,147.275,9.0881,5020.0
577,ECO00584,144.10399999999998,43.8477,4470.0
578,ECO00585,174.68900000000002,20.1399,3032.0
579,ECO00586,236.44099999999997,36.028,3584.0
580,ECO00587,229.327,29.3995,5388.0
581,ECO00588,192.541,40.9437,5484.0
582,ECO00589,152.887,32.1818,6204.0
583,ECO00590,152.736,32.219,6260.0
584,ECO00591,208.967,37.265,6052.0
585,ECO00592,158.24,5.1612,6696.0
586,ECO00593,181.03099999999998,36.786,6370.0
587,ECO00594,155.94,33.4972,4456.0
588,ECO00595,178.528,37.3614,6796.0
589,ECO00596,149.882,31.6868,6530.0
590,ECO00597,145.22899999999998,32.3563,6828.0
591,ECO00598,150.14700000000002,33.9375,5020.0
592,ECO00599,182.575,39.510999999999996,6468.0
593,ECO00600,182.88099999999997,39.433,6864.0
594,ECO00601,138.545,29.9422,6570.0
595,ECO00602,188.983,39.4929,6028.0
596,ECO00603,155.334,12.1751,2730.0
597,ECO00604,138.27700000000002,29.866,6532.0
598,ECO00605,138.313,30.381,6964.0
599,ECO00606,136.186,29.7537,6476.0
600,ECO00607,145.626,33.8494,6564.0
601,ECO00608,136.05200000000002,29.3296,6492.0
